Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
FCGR1A	4	-0.08264	-0.46783	0.33081	0.95163	0.63991	1
FCGR1B	4	-0.186	-0.76267	0.049705	0.65881	0.44566	1
FCGR2A	4	0.049043	0.65354	0.64606	0.98807	0.51341	1
FCGR2B	4	0.045912	0.48714	0.67136	0.9899	0.62616	1
FCGR3A	2	0.17253	1.5438	0.214	0.91489	0.12263	1
FCGR3B	2	-0.072184	-0.68823	0.52802	0.97782	0.49131	1
FCGRT	4	-0.049791	-0.57152	0.5278	0.97782	0.56764	1
FCHO1	4	-0.077897	-0.98472	0.35483	0.95672	0.32476	1
FCHO2	4	-0.03829	-0.24984	0.60658	0.98163	0.80271	1
FCHSD1	4	0.10509	1.1116	0.28517	0.93664	0.26631	1
FCHSD2	4	0.085414	0.60317	0.38975	0.96318	0.54639	1
FCN1	4	0.1451	1.8095	0.14111	0.86244	0.070379	1
FCN2	4	0.038914	0.49064	0.72912	0.99276	0.62368	1
FCN3	4	0.050461	0.50949	0.63433	0.98493	0.61041	1
FCRL1	4	0.0046636	0.056998	0.9722	0.99832	0.95455	1
FCRL2	4	0.13368	0.85442	0.17325	0.87862	0.39287	1
FCRL3	4	0.091525	1.1511	0.35639	0.95672	0.24968	1
FCRL4	4	0.033487	0.25552	0.77649	0.99276	0.79832	1
FCRL5	4	0.22819	2.479	0.024519	0.51459	0.013177	1
FCRL6	4	0.092901	0.80223	0.34822	0.95672	0.42242	1
FCRLA	4	0.016479	0.18743	0.92605	0.99749	0.85132	1
FCRLB	4	0.040171	0.4174	0.71956	0.99256	0.67639	1
FDCSP	4	0.029583	0.29504	0.80935	0.99276	0.76796	1
FDFT1	4	-0.072116	-0.64911	0.38652	0.96172	0.51627	1
FDPS	4	0.03539	0.15914	0.76015	0.99276	0.87356	1
FDX1	4	0.15322	0.61561	0.11998	0.84594	0.53815	1
FDX1L	4	0.19878	1.0222	0.046369	0.64896	0.30667	1
FDXACB1	4	0.17637	1.669	0.074669	0.74694	0.095108	1
FDXR	4	0.32832	1.5909	0.0028911	0.18375	0.11163	1
FECH	4	0.023025	0.21266	0.86628	0.99445	0.83159	1
FEM1A	3	-0.026169	-0.28221	0.75359	0.99276	0.77779	1
FEM1B	4	0.16771	1.532	0.088791	0.79295	0.12552	1
FEM1C	4	-0.0063818	-0.084547	0.87268	0.99445	0.93262	1
FEN1	4	-0.33779	-1.2087	0.0012232	0.11518	0.22678	1
FER	4	0.21133	1.8636	0.034749	0.59186	0.062384	1
FER1L6	4	0.074562	0.61113	0.45786	0.96963	0.54111	1
FERD3L	4	0.10406	1.2939	0.29056	0.93857	0.19571	1
FERMT1	4	0.075768	0.60262	0.45046	0.96924	0.54676	1
FERMT2	4	0.093793	0.73325	0.34304	0.9557	0.4634	1
FERMT3	4	0.056663	0.88792	0.5894	0.98163	0.37458	1
FES	4	0.13509	1.2931	0.16869	0.87618	0.19599	1
FETUB	4	-0.066084	-0.88273	0.42222	0.9678	0.37738	1
FEV	4	-0.01728	-0.26203	0.77961	0.99276	0.7933	1
FEZ1	4	-0.15944	-1.4457	0.083899	0.78446	0.14827	1
FEZ2	4	-0.036975	-0.41734	0.61687	0.9843	0.67643	1
FEZF1	4	0.0070979	0.045563	0.99244	0.99888	0.96366	1
FEZF2	4	-0.060913	-0.60043	0.45358	0.96924	0.54822	1
FFAR1	4	-0.12419	-1.5081	0.16524	0.87618	0.13152	1
FFAR2	4	0.085328	0.91456	0.39047	0.96377	0.36042	1
FFAR3	4	0.0076751	0.08754	0.99711	0.99933	0.93024	1
FFAR4	4	0.11786	1.0125	0.23207	0.9259	0.31132	1
FGA	4	-0.057024	-0.48588	0.47982	0.97647	0.62705	1
FGB	4	0.11912	1.2198	0.22679	0.92209	0.22254	1
FGD1	4	-0.10769	-1.5161	0.21823	0.91599	0.12949	1
FGD2	4	-0.17254	-2.0159	0.063438	0.70332	0.043808	1
FGD3	4	-0.06432	-0.96607	0.4325	0.9678	0.33401	1
FGD4	4	-0.12984	-1.1412	0.15012	0.86866	0.2538	1
FGD5	4	0.048911	0.5709	0.64717	0.98807	0.56806	1
FGD6	4	-0.0079406	-0.099082	0.85978	0.99445	0.92107	1
FGF1	4	-0.036134	-0.38305	0.62399	0.98433	0.70168	1
FGF10	4	-0.024994	-0.17639	0.71467	0.99183	0.85999	1
FGF11	4	0.013753	0.18597	0.94829	0.99749	0.85246	1
FGF12	4	0.0066705	0.078023	0.98882	0.99832	0.93781	1
FGF13	4	0.076334	0.8404	0.44629	0.96924	0.40068	1
FGF14	4	-0.043398	-0.63818	0.5725	0.98163	0.52336	1
FGF17	4	0.16749	2.0483	0.089347	0.79462	0.040535	1
FGF18	4	-0.16696	-1.0011	0.070833	0.73174	0.31679	1
FGF19	4	-0.04686	-0.45975	0.54815	0.98057	0.64569	1
FGF2	4	-0.044952	-0.74501	0.56066	0.98163	0.45627	1
FGF20	4	0.081526	1.2449	0.41449	0.9678	0.21318	1
FGF21	4	0.069987	0.76322	0.48999	0.97647	0.44533	1
FGF22	4	0.0013025	0.01569	0.94195	0.99749	0.98748	1
FGF23	4	0.00073438	0.012315	0.9369	0.99749	0.99017	1
FGF3	4	-0.010187	-0.13281	0.84004	0.99276	0.89434	1
FGF4	4	0.11975	1.6994	0.22412	0.91886	0.089252	1
FGF5	4	0.019566	0.20361	0.89809	0.99662	0.83866	1
FGF6	4	-0.024076	-0.38543	0.72162	0.99256	0.69992	1
FGF7	4	-0.014365	-0.10574	0.80468	0.99276	0.91579	1
FGF8	4	-0.0060576	-0.043584	0.87557	0.99445	0.96524	1
FGF9	4	0.066927	0.79848	0.51156	0.97782	0.42459	1
FGFBP1	4	-0.040336	-0.59862	0.59257	0.98163	0.54943	1
FGFBP2	4	-0.077428	-1.1018	0.35728	0.95672	0.27057	1
FGFBP3	4	0.022276	0.24664	0.87279	0.99445	0.80519	1
FGFR1	4	-0.04605	-0.45124	0.55271	0.98057	0.65182	1
FGFR1OP	4	0.039433	0.24117	0.72512	0.99256	0.80943	1
FGFR1OP2	4	-0.0264	-0.13318	0.70383	0.99183	0.89405	1
FGFR2	4	-0.014359	-0.12766	0.80474	0.99276	0.89842	1
FGFR3	4	-0.072786	-0.63082	0.38324	0.9615	0.52816	1
FGFR4	4	-0.065122	-1.0449	0.42794	0.9678	0.29606	1
FGFRL1	4	-0.0099667	-0.16425	0.84199	0.99276	0.86953	1
FGG	4	0.075521	0.32367	0.45174	0.96924	0.74618	1
FGGY	4	-0.052568	-0.56267	0.5084	0.97782	0.57366	1
FGL1	4	-0.0077595	-0.082182	0.86139	0.99445	0.9345	1
FGL2	4	-0.14304	-1.5662	0.11654	0.83718	0.1173	1
FGR	4	-0.034768	-0.348	0.63483	0.98493	0.72784	1
FH	4	-0.0059574	-0.030061	0.87668	0.99445	0.97602	1
FHDC1	4	0.090664	0.68717	0.36073	0.95746	0.49198	1
FHIT	4	-0.046148	-0.44439	0.55221	0.98057	0.65676	1
FHL1	4	-0.032195	-0.45285	0.65551	0.9888	0.65066	1
FHL2	4	0.20053	1.3458	0.044701	0.64891	0.17837	1
FHL3	4	0.032533	0.37803	0.78433	0.99276	0.70541	1
FHL5	4	-0.1173	-1.4778	0.18431	0.88301	0.13945	1
FHOD1	4	0.073822	0.88619	0.46286	0.97153	0.37552	1
FHOD3	4	0.12954	1.199	0.18709	0.88515	0.23053	1
FIBCD1	4	-0.25101	-0.94928	0.010397	0.34953	0.34248	1
FIBIN	4	0.028399	0.30376	0.82019	0.99276	0.76131	1
FIBP	4	-0.059113	-0.78566	0.46575	0.97296	0.43206	1
FICD	4	-0.017047	-0.18223	0.78228	0.99276	0.8554	1
FIG4	4	-0.2196	-2.2183	0.022351	0.49146	0.026536	1
FIGF	4	-0.045037	-0.54534	0.56016	0.98163	0.58552	1
FIGLA	4	-0.020255	-0.22114	0.7542	0.99276	0.82498	1
FIGN	4	0.045449	0.34393	0.6748	0.9899	0.7309	1
FIGNL1	4	-0.070618	-0.67274	0.39559	0.96554	0.50112	1
FILIP1	4	0.0096536	0.063377	0.98616	0.99832	0.94947	1
FILIP1L	4	-0.0037421	-0.021991	0.89575	0.99574	0.98245	1
FIP1L1	4	-0.14042	-0.45264	0.12248	0.84898	0.65081	1
FIS1	4	0.026763	0.18141	0.83359	0.99276	0.85605	1
FITM1	4	-0.12269	-1.3504	0.16935	0.87618	0.17687	1
FITM2	4	-0.009031	-0.10273	0.85027	0.99321	0.91818	1
FIZ1	4	0.0099303	0.11993	0.98326	0.99832	0.90454	1
FJX1	4	0.035312	0.44728	0.76037	0.99276	0.65468	1
FKBP10	4	0.031814	0.34728	0.79084	0.99276	0.72838	1
FKBP11	4	-0.051198	-0.57617	0.51879	0.97782	0.5645	1
FKBP14	4	-0.053691	-0.52342	0.5005	0.97647	0.60068	1
FKBP15	4	0.15943	1.5257	0.1048	0.81508	0.12707	1
FKBP1A	4	-0.2061	-2.0447	0.03108	0.56983	0.040886	1
FKBP1B	4	-0.001323	-0.011798	0.9171	0.99749	0.99059	1
FKBP2	4	-0.10389	-0.96513	0.23385	0.92799	0.33448	1
FKBP3	4	-0.013142	-0.10554	0.81369	0.99276	0.91595	1
FKBP4	4	-0.096939	-1.2769	0.26265	0.93425	0.20164	1
FKBP5	4	-0.072045	-0.55211	0.38691	0.96172	0.58088	1
FKBP6	4	-0.019235	-0.18163	0.76298	0.99276	0.85587	1
FKBP7	4	0.024465	0.3169	0.85272	0.99321	0.75132	1
FKBP8	4	0.028887	0.30758	0.81541	0.99276	0.7584	1
FKBP9	4	0.18646	1.2011	0.059213	0.69769	0.2297	1
FKBPL	4	-0.0062062	-0.03788	0.87407	0.99445	0.96978	1
FKRP	4	-0.027986	-0.33004	0.69093	0.99129	0.74137	1
FKTN	4	-0.016797	-0.21638	0.7845	0.99276	0.82869	1
FLAD1	4	0.098164	0.88432	0.31875	0.94526	0.37652	1
FLCN	4	-0.38511	-2.8544	0.00055599	0.07874	0.0043118	1
FLG	4	-0.040625	-0.52843	0.59085	0.98163	0.5972	1
FLG2	4	0.087699	0.74495	0.37846	0.9615	0.4563	1
FLI1	4	-0.03759	-0.342	0.61164	0.98225	0.73235	1
FLII	4	0.16055	1.4508	0.10286	0.81508	0.14683	1
FLNA	4	-0.0071707	-0.1022	0.86667	0.99445	0.9186	1
FLNB	4	0.10241	0.89292	0.29784	0.93857	0.3719	1
FLNC	4	0.061777	0.63663	0.54976	0.98057	0.52437	1
FLOT1	4	0.076715	1.0388	0.44412	0.96897	0.29889	1
FLOT2	4	-0.032425	-0.29388	0.65379	0.98857	0.76885	1
FLRT1	4	-0.047569	-0.5908	0.54381	0.98057	0.55466	1
FLRT2	4	0.022967	0.27531	0.86673	0.99445	0.78308	1
FLRT3	4	0.025074	0.24083	0.84766	0.99297	0.80969	1
FLT1	4	-0.062955	-0.85245	0.44073	0.96897	0.39396	1
FLT3	4	-0.015111	-0.16205	0.79823	0.99276	0.87127	1
FLT3LG	4	0.014269	0.12681	0.94401	0.99749	0.89909	1
FLT4	4	-0.083705	-1.0054	0.32536	0.94947	0.31471	1
FLVCR1	4	-0.069151	-0.34131	0.40481	0.9678	0.73287	1
FLVCR2	4	-0.15883	-1.0318	0.085678	0.78888	0.30215	1
FLYWCH1	4	-0.054653	-0.79229	0.49422	0.97647	0.42819	1
FLYWCH2	4	-0.079114	-0.95026	0.3476	0.95655	0.34198	1
FMN1	4	0.057619	0.67618	0.58123	0.98163	0.49892	1
FMN2	4	-0.019212	-0.32048	0.76348	0.99276	0.74861	1
FMNL1	4	-0.12239	-1.7046	0.17024	0.87618	0.088265	1
FMNL2	4	-0.10696	-1.0774	0.22117	0.91886	0.28132	1
FMNL3	4	0.129	0.96302	0.18881	0.8881	0.33554	1
FMO1	4	0.091208	0.97288	0.35756	0.95672	0.33061	1
FMO2	4	0.031179	0.30775	0.79629	0.99276	0.75827	1
FMO3	4	0.13099	0.65831	0.18159	0.88267	0.51034	1
FMO4	4	0.092979	1.2262	0.34783	0.95672	0.22011	1
FMO5	4	0.021734	0.21471	0.8774	0.99447	0.82999	1
FMOD	4	0.10336	1.2821	0.29378	0.93857	0.1998	1
FMR1	4	-0.12091	-1.0282	0.1743	0.88062	0.30385	1
FMR1NB	4	0.10902	1.0886	0.26938	0.93425	0.27632	1
FN1	4	-0.0016573	-0.018828	0.91477	0.99749	0.98498	1
FN3K	4	0.013417	0.1104	0.95168	0.99767	0.91209	1
FN3KRP	4	0.08953	1.158	0.36756	0.95983	0.24685	1
FNBP1	4	-0.025824	-0.2235	0.70877	0.99183	0.82314	1
FNBP1L	4	-0.085317	-0.68382	0.31625	0.94361	0.49409	1
FNBP4	4	0.22691	1.6681	0.025131	0.5189	0.095297	1
FNDC1	4	0.15505	1.2828	0.11498	0.83522	0.19957	1
FNDC3A	4	-0.030622	-0.46659	0.66824	0.9899	0.64079	1
FNDC3B	4	-0.024694	-0.31316	0.71695	0.99223	0.75416	1
FNDC4	4	-0.011743	-0.17164	0.8262	0.99276	0.86372	1
FNDC5	4	0.014465	0.1756	0.94207	0.99749	0.86061	1
FNDC7	4	0.023247	0.18668	0.86373	0.99445	0.85191	1
FNDC8	4	0.014784	0.12629	0.93973	0.99749	0.8995	1
FNDC9	4	-0.086555	-1.0254	0.31013	0.94195	0.30516	1
FNIP1	4	-0.0069765	-0.078289	0.86801	0.99445	0.9376	1
FNIP2	4	-0.032416	-0.32549	0.65395	0.98857	0.74481	1
FNTA	4	0.042156	0.28144	0.70188	0.9916	0.77838	1
FNTB	4	0.11119	0.57849	0.2602	0.93425	0.56293	1
FOCAD	4	-0.035373	-0.27795	0.6306	0.98493	0.78105	1
FOLH1	4	0.097858	0.66	0.32025	0.94566	0.50925	1
FOLR1	4	-0.0067712	-0.069405	0.86945	0.99445	0.94467	1
FOLR2	4	-0.016921	-0.17378	0.78355	0.99276	0.86204	1
FOPNL	4	0.24042	1.8217	0.019182	0.47035	0.068501	1
FOS	4	-0.0057627	-0.015919	0.87835	0.99447	0.9873	1
FOSB	4	0.029552	0.38807	0.80952	0.99276	0.69796	1
FOSL1	4	0.068201	0.64698	0.50272	0.97658	0.51765	1
FOSL2	4	-0.10499	-1.2151	0.22901	0.92522	0.22434	1
FOXA1	4	0.0041035	0.047422	0.96714	0.99788	0.96218	1
FOXA2	4	0.014512	0.22494	0.94179	0.99749	0.82203	1
FOXA3	4	-0.14496	-1.8744	0.11253	0.82992	0.060876	1
FOXB1	4	-0.047389	-0.55181	0.54481	0.98057	0.58108	1
FOXB2	4	0.070395	0.70389	0.48755	0.97647	0.4815	1
FOXC1	4	-0.04837	-0.63674	0.53703	0.97863	0.52429	1
FOXC2	4	-0.032049	-0.42821	0.65662	0.9888	0.6685	1
FOXD2	4	-0.10673	-1.4505	0.22195	0.91886	0.14693	1
FOXD3	4	0.14746	1.9573	0.13527	0.86037	0.050307	1
FOXD4	2	-0.043024	-0.49498	0.68481	0.99092	0.62061	1
FOXE1	4	-0.073412	-0.89601	0.3798	0.9615	0.37025	1
FOXE3	4	0.00078481	0.0077422	0.93712	0.99749	0.99382	1
FOXF1	4	-0.073192	-0.9671	0.3808	0.9615	0.33349	1
FOXF2	4	-0.019959	-0.23855	0.75692	0.99276	0.81146	1
FOXG1	4	0.0075207	0.095857	0.99622	0.99922	0.92363	1
FOXH1	4	-0.029591	-0.26291	0.67703	0.9899	0.79262	1
FOXI1	4	0.023651	0.25803	0.86017	0.99445	0.79639	1
FOXI2	4	0.037404	0.44422	0.74247	0.99276	0.65688	1
FOXJ1	4	0.1105	1.0132	0.26371	0.93425	0.31098	1
FOXJ2	4	0.051457	0.4871	0.62632	0.98462	0.62619	1
FOXJ3	4	-0.1385	-1.1916	0.1271	0.85215	0.23341	1
FOXK1	4	-0.29542	-2.2173	0.0036139	0.21595	0.026601	1
FOXK2	4	-0.18533	-2.4726	0.050428	0.66301	0.013413	1
FOXL1	4	0.14235	2.4737	0.14812	0.86866	0.013373	1
FOXL2	4	-0.086353	-0.84351	0.3113	0.94195	0.39894	1
FOXM1	4	-0.04634	-0.43253	0.55121	0.98057	0.66536	1
FOXN1	4	-0.074355	-0.69544	0.37457	0.96087	0.48678	1
FOXN2	4	-0.001419	-0.011899	0.91655	0.99749	0.99051	1
FOXN3	4	0.013607	0.11322	0.94963	0.99749	0.90986	1
FOXN4	4	0.072404	0.7169	0.47276	0.97568	0.47344	1
FOXO1	4	0.0097922	0.1037	0.98471	0.99832	0.91741	1
FOXO3	4	-0.057918	-0.68133	0.47404	0.97647	0.49566	1
FOXO4	4	-0.18145	-2.0944	0.053708	0.67885	0.036227	1
FOXP1	4	-0.085026	-0.89832	0.31747	0.94415	0.36902	1
FOXP2	4	0.19781	1.4995	0.047148	0.64981	0.13375	1
FOXP3	4	-0.077672	-0.24609	0.35594	0.95672	0.80561	1
FOXP4	4	-0.050347	-0.55064	0.5248	0.97782	0.58188	1
FOXQ1	4	0.024209	0.25902	0.85533	0.99348	0.79562	1
FOXR1	4	0.066624	0.47271	0.51412	0.97782	0.63642	1
FOXR2	4	-0.015412	-0.20455	0.79567	0.99276	0.83793	1
FOXRED1	4	-0.083861	-0.88759	0.32442	0.94924	0.37476	1
FOXRED2	4	0.0063818	0.094226	0.98666	0.99832	0.92493	1
FOXS1	4	0.024211	0.2738	0.85528	0.99348	0.78424	1
FPGS	4	0.1309	0.41997	0.18209	0.88267	0.67451	1
FPGT	4	-0.011506	-0.084271	0.8287	0.99276	0.93284	1
FPGT-TNNI3K	4	0.058274	0.64165	0.576	0.98163	0.5211	1
FPR1	4	-0.099983	-0.95683	0.25008	0.93425	0.33865	1
FPR2	4	0.014358	0.12304	0.94312	0.99749	0.90208	1
FPR3	4	-0.012466	-0.1506	0.81969	0.99276	0.88029	1
FRA10AC1	4	-0.076896	-0.7532	0.35989	0.95746	0.45133	1
FRAS1	4	-0.02836	-0.34882	0.68759	0.99111	0.72723	1
FRAT1	4	-0.079997	-0.78916	0.34304	0.9557	0.43002	1
FRAT2	4	0.053802	0.65674	0.60892	0.98163	0.51135	1
FREM1	4	0.055314	1.1039	0.59897	0.98163	0.26966	1
FREM2	4	0.0046981	0.07059	0.97248	0.99832	0.94372	1
FREM3	4	0.061193	0.71228	0.55371	0.9806	0.47629	1
FRG1	3	-0.058209	-0.55123	0.54042	0.97898	0.58147	1
FRG2B	1	-0.019862	-0.087278	0.86345	0.99445	0.93045	1
FRG2C	2	-0.090332	-0.24249	0.44396	0.96897	0.8084	1
FRK	4	-0.0077681	-0.078546	0.86139	0.99445	0.93739	1
FRMD1	4	-0.010816	-0.096562	0.83559	0.99276	0.92307	1
FRMD3	4	0.01489	0.1175	0.93906	0.99749	0.90647	1
FRMD4A	4	-0.013532	-0.20366	0.81069	0.99276	0.83862	1
FRMD4B	4	-0.042813	-0.39342	0.5765	0.98163	0.69401	1
FRMD5	4	0.10818	1.2956	0.27305	0.93425	0.19511	1
FRMD6	4	-0.11482	-0.97572	0.19226	0.89262	0.3292	1
FRMD7	4	-0.059793	-0.8059	0.46114	0.97053	0.4203	1
FRMD8	4	0.010869	0.12584	0.97454	0.99832	0.89986	1
FRMPD1	4	0.00038799	0.0048662	0.93356	0.99749	0.99612	1
FRMPD2	4	-0.16166	-1.5813	0.080118	0.77164	0.11382	1
FRMPD4	4	0.097419	1.088	0.32297	0.94736	0.27659	1
FRRS1	4	0.21966	2.2666	0.029523	0.5625	0.023414	1
FRRS1L	4	0.010241	0.10326	0.97982	0.99832	0.91776	1
FRS2	4	-0.17369	-1.6554	0.062104	0.69769	0.097847	1
FRS3	4	-0.019805	-0.19619	0.75848	0.99276	0.84446	1
FRY	4	0.042208	0.49329	0.70132	0.9916	0.62181	1
FRYL	4	0.14527	1.3982	0.14061	0.86244	0.16207	1
FRZB	4	-0.051033	-0.70344	0.51979	0.97782	0.48178	1
FSBP	4	-0.1611	-1.0979	0.080952	0.772	0.27224	1
FSCB	4	0.22888	2.5586	0.024185	0.51176	0.010509	1
FSCN1	4	-0.00043679	-0.0053352	0.92528	0.99749	0.99574	1
FSCN2	4	-0.049194	-0.5883	0.53147	0.97782	0.55633	1
FSCN3	4	0.022541	0.22217	0.87096	0.99445	0.82418	1
FSD1	4	0.10886	1.4921	0.27027	0.93425	0.13567	1
FSD1L	4	-0.079096	-0.39059	0.3476	0.95655	0.6961	1
FSD2	4	-0.0038817	-0.027798	0.8947	0.99542	0.97782	1
FSHB	4	0.087298	0.9549	0.38046	0.9615	0.33963	1
FSHR	4	-0.098041	-0.86784	0.25748	0.93425	0.38548	1
FSIP1	4	-0.11162	-0.97752	0.20327	0.90229	0.32831	1
FSIP2	4	-0.01389	-0.13983	0.80863	0.99276	0.88879	1
FST	4	0.016696	0.24071	0.92316	0.99749	0.80978	1
FSTL1	4	-0.058005	-0.48851	0.47326	0.97593	0.62519	1
FSTL3	4	0.11965	1.8106	0.22451	0.91886	0.070203	1
FSTL4	4	0.086	1.0647	0.38658	0.96172	0.28703	1
FSTL5	4	0.16173	1.4731	0.10036	0.80869	0.14072	1
FTCD	4	-0.06809	-1.147	0.41049	0.9678	0.25139	1
FTH1	1	0.44313	1.1603	0.050595	0.66423	0.24592	1
FTHL17	4	0.12244	1.0713	0.21472	0.91489	0.28402	1
FTL	4	0.032335	0.41124	0.78594	0.99276	0.6809	1
FTMT	4	0.018451	0.21537	0.9081	0.99749	0.82948	1
FTO	4	0.045872	0.46061	0.67174	0.9899	0.64508	1
FTSJ1	4	-0.053787	-0.60772	0.50017	0.97647	0.54337	1
FTSJ2	4	0.10097	0.65525	0.30413	0.93857	0.51231	1
FTSJ3	4	-0.2204	-0.8323	0.021906	0.48642	0.40524	1
FUBP1	4	0.039147	0.29194	0.72684	0.99256	0.77033	1
FUBP3	4	0.13691	1.6039	0.16329	0.87489	0.10873	1
FUCA1	4	0.061703	0.6783	0.55037	0.98057	0.49758	1
FUCA2	4	-0.10793	-1.1893	0.21728	0.91528	0.23433	1
FUK	4	0.11466	1.1414	0.24636	0.93425	0.2537	1
FUNDC1	4	-0.059531	-0.64168	0.46297	0.97153	0.52108	1
FUNDC2	4	-0.0057187	-0.092258	0.87857	0.99447	0.92649	1
FUOM	4	0.022424	0.31916	0.8719	0.99445	0.74961	1
FURIN	4	-0.08992	-0.95683	0.29301	0.93857	0.33865	1
FUS	4	-0.11315	-1.2157	0.19871	0.89965	0.2241	1
FUT1	4	0.034527	0.45871	0.76615	0.99276	0.64645	1
FUT10	4	0.043817	0.42324	0.68848	0.99112	0.67212	1
FUT11	4	0.13299	1.2401	0.17553	0.88127	0.21495	1
FUT2	4	0.052037	0.5927	0.62209	0.98433	0.55338	1
FUT3	4	0.06623	0.53792	0.51724	0.97782	0.59063	1
FUT4	4	-0.0013889	-0.021819	0.91694	0.99749	0.98259	1
FUT5	4	0.0086122	0.076865	0.99511	0.99922	0.93873	1
FUT6	4	0.13144	1.4146	0.1802	0.88267	0.15719	1
FUT7	4	-0.018928	-0.2669	0.76576	0.99276	0.78955	1
FUT8	4	0.20896	1.4048	0.036306	0.60184	0.16007	1
FUT9	4	-0.01745	-0.17328	0.77822	0.99276	0.86243	1
FUZ	4	-0.017352	-0.21845	0.77888	0.99276	0.82708	1
FXN	4	0.16363	1.1746	0.096353	0.79963	0.24017	1
FXR1	4	-0.022708	-0.20637	0.73318	0.99276	0.83651	1
FXR2	4	0.054643	0.70272	0.60297	0.98163	0.48223	1
FXYD1	4	-0.092448	-0.98822	0.28127	0.93599	0.32304	1
FXYD2	4	0.15082	1.8146	0.12615	0.85141	0.069581	1
FXYD3	4	-0.1513	-1.2977	0.10002	0.8079	0.19439	1
FXYD4	4	0.23648	1.8708	0.020961	0.47903	0.061366	1
FXYD5	4	-0.0042633	-0.045929	0.89119	0.99516	0.96337	1
FXYD6	4	0.042943	0.2834	0.69582	0.99129	0.77687	1
FXYD6-FXYD2	1	-0.080604	-0.62858	0.6102	0.98202	0.52962	1
FXYD7	4	-0.017701	-0.18813	0.77627	0.99276	0.85077	1
FYB	4	-0.040469	-0.37213	0.59174	0.98163	0.7098	1
FYCO1	4	0.090061	0.691	0.36423	0.95983	0.48956	1
FYN	4	-0.063564	-0.50137	0.43712	0.96811	0.61611	1
FYTTD1	4	0.068899	0.69046	0.49783	0.97647	0.4899	1
FZD1	4	0.0090769	0.08093	0.99083	0.99832	0.9355	1
FZD10	4	0.022248	0.28041	0.87323	0.99445	0.77916	1
FZD2	4	-0.049479	-0.45487	0.52958	0.97782	0.6492	1
FZD3	4	-0.037474	-0.42347	0.61253	0.98235	0.67195	1
FZD4	4	0.072958	0.65643	0.46892	0.97324	0.51155	1
FZD5	4	0.068143	0.79073	0.503	0.97658	0.4291	1
FZD6	4	-0.10259	-0.94731	0.23958	0.9323	0.34348	1
FZD7	4	0.024636	0.31049	0.85116	0.99321	0.75619	1
FZD8	4	-0.030754	-0.36942	0.66724	0.98986	0.71181	1
FZD9	4	-0.052337	-0.59668	0.51023	0.97782	0.55072	1
FZR1	4	9.5273e-05	0.0011803	0.93045	0.99749	0.99906	1
G0S2	4	0.07474	0.9644	0.45658	0.96963	0.33484	1
G2E3	4	-0.056863	-0.41552	0.48082	0.97647	0.67776	1
G3BP1	4	-0.052994	-0.3262	0.50539	0.97658	0.74428	1
G3BP2	4	-0.16974	-1.3323	0.066885	0.7148	0.18277	1
G6PC	4	-0.083621	-0.52861	0.32586	0.94947	0.59707	1
G6PC2	4	0.082549	0.63939	0.40782	0.9678	0.52257	1
G6PC3	4	0.15434	2.0227	0.1167	0.83718	0.043102	1
G6PD	4	0.12497	1.0857	0.2041	0.90413	0.27759	1
GAA	4	0.024154	0.29497	0.85611	0.99362	0.76802	1
GAB1	4	-0.040391	-0.45329	0.59246	0.98163	0.65034	1
GAB2	4	-0.10867	-0.53553	0.21422	0.91489	0.59228	1
GAB3	4	-0.11397	-1.7261	0.19593	0.89669	0.084336	1
GAB4	4	-0.15884	-0.86624	0.085622	0.78888	0.38636	1
GABARAP	4	-0.09806	-0.32372	0.25731	0.93425	0.74615	1
GABARAPL1	4	0.010473	0.13566	0.97743	0.99832	0.89209	1
GABARAPL2	4	0.0078437	0.083208	0.99872	0.99983	0.93369	1
GABBR1	4	-0.13632	-1.0288	0.13205	0.85714	0.30357	1
GABBR2	4	0.033276	0.37602	0.77872	0.99276	0.7069	1
GABPA	4	-0.053704	-0.15576	0.5005	0.97647	0.87622	1
GABPB1	4	0.19823	0.97827	0.046759	0.64896	0.32794	1
GABPB2	4	0.080746	0.71074	0.41933	0.9678	0.47724	1
GABRA1	4	-0.02486	-0.31795	0.71567	0.99183	0.75053	1
GABRA2	4	0.14371	1.1947	0.14456	0.86689	0.2322	1
GABRA3	4	0.03011	0.4731	0.80596	0.99276	0.63614	1
GABRA4	4	-0.045123	-0.4481	0.5596	0.98163	0.65408	1
GABRA5	4	0.052633	0.57432	0.6182	0.98431	0.56575	1
GABRA6	4	0.01122	0.063927	0.97126	0.99832	0.94903	1
GABRB1	4	0.0049366	0.060688	0.97448	0.99832	0.95161	1
GABRB2	4	0.068543	0.78075	0.49989	0.97647	0.43495	1
GABRB3	4	-0.14401	-1.7082	0.11442	0.83475	0.087599	1
GABRD	4	0.065547	0.73281	0.52224	0.97782	0.46368	1
GABRE	4	0.020834	0.32593	0.88613	0.99516	0.74448	1
GABRG1	4	0.0027621	0.030941	0.95502	0.99788	0.97532	1
GABRG2	4	0.10809	1.4796	0.27349	0.93428	0.13899	1
GABRG3	4	0.16657	1.5322	0.090793	0.79581	0.12548	1
GABRP	4	-0.013484	-0.14764	0.81119	0.99276	0.88262	1
