Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
CDO1	5	-1.8432e-05	-0.00022947	0.92416	0.99848	0.99982	1
CDON	5	0.0064906	0.066179	0.98454	0.99927	0.94724	1
CDPF1	5	0.0055389	0.074149	0.97631	0.99927	0.94089	1
CDR1	5	0.010444	0.038559	0.97693	0.99927	0.96924	1
CDR2	5	0.01428	0.2641	0.93773	0.99848	0.79171	1
CDR2L	5	-0.060281	-0.72465	0.40965	0.95643	0.46867	1
CDRT1	5	0.0076868	0.080807	0.9965	0.99944	0.9356	1
CDRT15	5	0.043684	0.30976	0.65618	0.9807	0.75675	1
CDRT15L2	5	-0.0013618	-0.012291	0.91171	0.99801	0.99019	1
CDS1	5	-0.0026726	-0.037802	0.89914	0.99778	0.96985	1
CDS2	5	0.060351	0.20751	0.51318	0.96796	0.83561	1
CDSN	5	-0.065978	-0.71699	0.37351	0.95115	0.47338	1
CDT1	5	-0.0049682	-0.015581	0.87496	0.99488	0.98757	1
CDV3	5	-0.069933	-0.31041	0.34961	0.94885	0.75625	1
CDX1	5	0.0097272	0.12296	0.98415	0.99927	0.90214	1
CDX2	5	0.048345	0.57172	0.61626	0.97519	0.56751	1
CDX4	5	0.013783	0.22141	0.94268	0.99848	0.82478	1
CDY1	1	0.008866	0.071413	0.99905	0.99989	0.94307	1
CDY1B	5	0.042045	0.794	0.67208	0.98282	0.42719	1
CDY2A	2	0.020802	0.22573	0.91927	0.99801	0.82141	1
CDY2B	5	-0.019104	-0.39669	0.7448	0.98722	0.69159	1
CDYL	5	0.072149	0.66182	0.42589	0.95903	0.50809	1
CDYL2	5	-0.0019008	-0.017756	0.90682	0.99801	0.98583	1
CEACAM1	5	-0.048083	-0.37584	0.49605	0.96385	0.70703	1
CEACAM16	5	0.060505	0.76364	0.5114	0.9675	0.44508	1
CEACAM19	5	-0.072489	-0.89402	0.33526	0.9448	0.37131	1
CEACAM21	5	0.10438	1.294	0.23941	0.91345	0.19567	1
CEACAM3	5	-0.078019	-0.7113	0.30346	0.93498	0.4769	1
CEACAM4	5	-0.032946	-0.23095	0.61976	0.97519	0.81735	1
CEACAM5	5	0.0017113	0.02079	0.9409	0.99848	0.98341	1
CEACAM6	4	0.087413	0.96295	0.38763	0.95627	0.33557	1
CEACAM7	5	0.0012968	0.0077106	0.93662	0.99848	0.99385	1
CEACAM8	5	-0.25111	-1.9354	0.0059491	0.2629	0.052941	1
CEBPA	5	-0.0094786	-0.14961	0.83148	0.99234	0.88107	1
CEBPB	5	-0.014023	-0.20139	0.79189	0.99126	0.8404	1
CEBPD	5	-0.047104	-0.85118	0.50311	0.96708	0.39467	1
CEBPE	5	-0.063784	-0.74949	0.38758	0.95627	0.45356	1
CEBPG	5	0.060333	1.0623	0.51334	0.96796	0.2881	1
CEBPZ	5	0.10079	0.58626	0.25809	0.92058	0.5577	1
CECR1	5	0.097528	0.87224	0.2741	0.92888	0.38308	1
CECR5	5	-0.050458	-0.55227	0.47759	0.96371	0.58076	1
CECR6	5	0.077079	1.0984	0.39075	0.95627	0.27205	1
CEL	5	0.036114	0.56515	0.72601	0.98633	0.57197	1
CELA1	5	0.014893	0.20659	0.93072	0.99848	0.83633	1
CELA2A	5	-0.073755	-0.7264	0.32753	0.9426	0.46759	1
CELA2B	4	-0.040722	-0.5033	0.59079	0.9733	0.61475	1
CELA3A	4	0.01141	0.11453	0.97759	0.99927	0.90882	1
CELA3B	4	-0.046517	-0.5858	0.5492	0.97149	0.55801	1
CELF1	5	0.071826	0.84223	0.42856	0.95903	0.39966	1
CELF2	5	0.13498	1.8039	0.12832	0.8196	0.071251	1
CELF3	5	0.018849	0.27151	0.89069	0.99778	0.786	1
CELF4	5	0.0012504	0.015778	0.93617	0.99848	0.98741	1
CELF5	5	0.15626	1.553	0.078394	0.72242	0.12043	1
CELF6	5	-0.0041616	-0.054782	0.88447	0.99763	0.95631	1
CELSR1	5	0.015275	0.21732	0.92739	0.99848	0.82796	1
CELSR2	5	0.15393	1.4582	0.082342	0.72884	0.14479	1
CELSR3	5	-0.0063713	-0.09203	0.86078	0.99354	0.92667	1
CEMP1	5	0.13054	1.5819	0.142	0.83979	0.11367	1
CEND1	5	-0.063278	-0.4984	0.39086	0.95627	0.6182	1
CENPA	5	0.30516	1.051	0.0011676	0.093333	0.29325	1
CENPB	5	-0.011711	-0.15288	0.81169	0.99178	0.87849	1
CENPBD1	5	0.063419	0.50791	0.48894	0.96371	0.61152	1
CENPC	5	0.0023878	0.0095114	0.94685	0.99848	0.99241	1
CENPE	5	-0.18013	-1.1837	0.030691	0.51484	0.23654	1
CENPF	5	0.037797	0.43279	0.71016	0.98421	0.66517	1
CENPH	5	-0.11054	-0.36389	0.16307	0.85794	0.71594	1
CENPI	5	0.38677	1.9684	0.00033359	0.052174	0.049025	1
CENPJ	5	-0.11047	-1.1641	0.16324	0.85798	0.24436	1
CENPK	5	-0.043513	-0.19324	0.53086	0.97056	0.84677	1
CENPL	5	0.015856	0.050403	0.92216	0.99848	0.9598	1
CENPM	5	-0.12402	-0.47962	0.12148	0.81106	0.6315	1
CENPN	5	-0.19137	-0.89089	0.023296	0.45662	0.37299	1
CENPO	5	0.025164	0.23986	0.8302	0.99234	0.81044	1
CENPP	5	0.13221	1.7293	0.13727	0.83435	0.08375	1
CENPQ	5	0.00066445	0.0037732	0.93172	0.99848	0.99699	1
CENPT	5	-0.0049409	-0.032339	0.87524	0.99488	0.9742	1
CENPU	5	-0.11702	-1.3374	0.14217	0.83979	0.1811	1
CENPV	5	0.0055917	0.054201	0.97687	0.99927	0.95677	1
CENPW	5	0.032706	0.1437	0.75831	0.98784	0.88573	1
CEP104	5	0.10623	0.24092	0.23118	0.90721	0.80962	1
CEP112	5	-0.058719	-0.62699	0.42049	0.95868	0.53067	1
CEP120	5	0.15393	1.4213	0.082342	0.72884	0.15522	1
CEP128	5	-0.019886	-0.29503	0.73702	0.98702	0.76797	1
CEP135	5	-0.12052	-1.02	0.1311	0.82273	0.30772	1
CEP152	5	0.038095	0.47653	0.70788	0.98405	0.6337	1
CEP164	5	0.016755	0.23764	0.91315	0.99801	0.81216	1
CEP170	5	0.059242	0.43668	0.52185	0.96817	0.66234	1
CEP170B	5	0.0064254	0.071479	0.98382	0.99927	0.94302	1
CEP19	5	-0.048009	-0.42683	0.4965	0.96385	0.6695	1
CEP192	5	-0.020289	-0.1663	0.7334	0.98702	0.86792	1
CEP250	5	0.055	0.56335	0.55743	0.9733	0.5732	1
CEP290	5	0.090472	0.4531	0.31085	0.93746	0.65047	1
CEP350	5	-0.0027494	-0.022299	0.8987	0.99778	0.98221	1
CEP41	5	0.072855	0.56053	0.42138	0.95879	0.57512	1
CEP44	5	-0.010393	-0.04905	0.82375	0.99234	0.96088	1
CEP55	5	0.063961	0.3407	0.4846	0.96371	0.73333	1
CEP57	5	0.01789	0.17746	0.90109	0.99797	0.85915	1
CEP57L1	5	-0.035321	-0.25665	0.5978	0.9748	0.79745	1
CEP63	5	0.028088	0.27244	0.80135	0.99126	0.78529	1
CEP68	5	-0.017551	-0.22124	0.75748	0.98784	0.82491	1
CEP70	5	0.028286	0.18082	0.7994	0.99126	0.85651	1
CEP72	5	-0.16004	-1.5907	0.050817	0.61226	0.11168	1
CEP76	5	-0.13372	-1.6084	0.097131	0.76757	0.10776	1
CEP78	5	-0.090398	-1.2403	0.24291	0.91743	0.21485	1
CEP85	5	0.030033	0.37607	0.78422	0.99126	0.70686	1
CEP85L	5	0.046204	0.50807	0.63444	0.97756	0.61141	1
CEP89	5	0.11529	1.1981	0.19426	0.87659	0.23089	1
CEP95	5	0.0088212	0.091695	0.99261	0.99944	0.92694	1
CEP97	5	0.018598	0.211	0.89303	0.99778	0.83289	1
CEPT1	5	-0.017879	-0.18497	0.75442	0.98752	0.85325	1
CER1	5	-0.015621	-0.16254	0.77627	0.99126	0.87088	1
CERCAM	5	-0.08065	-0.8451	0.28895	0.93036	0.39805	1
CERK	5	-0.19454	-2.1863	0.021406	0.43651	0.028795	1
CERKL	5	0.060391	0.76727	0.51273	0.96796	0.44292	1
CERS1	5	0.029078	0.31889	0.79284	0.99126	0.74981	1
CERS2	5	-0.085243	-0.6227	0.26532	0.92355	0.53348	1
CERS3	5	-0.027132	-0.3113	0.67258	0.98282	0.75557	1
CERS4	5	-0.0081556	-0.1018	0.84432	0.99235	0.91892	1
CERS5	5	0.040012	0.25145	0.69115	0.98282	0.80147	1
CERS6	5	-0.0022349	-0.01531	0.90376	0.99801	0.98779	1
CES1	5	-0.053859	-0.65613	0.45174	0.95976	0.51174	1
CES2	5	0.21979	2.4955	0.015123	0.36997	0.012576	1
CES3	5	0.071493	0.76149	0.43072	0.95903	0.44636	1
CES4A	5	-0.01614	-0.21668	0.77093	0.9905	0.82846	1
CES5A	5	-0.040402	-0.45263	0.55627	0.97297	0.65082	1
CETN1	5	0.019643	0.28168	0.88319	0.99736	0.77819	1
CETN2	5	0.099056	0.72363	0.26704	0.92543	0.46929	1
CETN3	5	0.30482	1.2566	0.0011676	0.093333	0.20888	1
CETP	5	0.13848	1.6517	0.11804	0.80353	0.098605	1
CFB	5	-0.16459	-1.3992	0.045535	0.59538	0.16175	1
CFC1	1	0.052674	0.34269	0.79645	0.99126	0.73183	1
CFC1B	4	-0.060078	-0.41878	0.45569	0.96062	0.67537	1
CFD	5	-0.10244	-1.7111	0.18998	0.87052	0.087067	1
CFDP1	5	0.12035	0.94418	0.17547	0.86644	0.34508	1
CFH	5	-0.044884	-0.31708	0.52002	0.96817	0.75119	1
CFHR1	4	-0.034807	-0.38073	0.63877	0.9785	0.7034	1
CFHR2	4	0.013467	0.1354	0.95774	0.99873	0.8923	1
CFHR3	5	0.068064	0.72796	0.45452	0.96007	0.46664	1
CFHR4	5	0.076455	0.95951	0.39531	0.95627	0.3373	1
CFHR5	5	-0.10658	-0.80178	0.17586	0.86644	0.42268	1
CFI	5	0.09054	0.80839	0.31063	0.93746	0.41887	1
CFL1	5	-0.067302	-0.2762	0.36528	0.95098	0.7824	1
CFL2	5	-0.19073	-1.749	0.023574	0.45887	0.080288	1
CFLAR	5	0.04038	0.36237	0.68815	0.98282	0.71708	1
CFP	5	-0.044584	-0.63753	0.52213	0.96817	0.52378	1
CFTR	5	0.068219	0.81129	0.45341	0.95976	0.4172	1
CGA	5	-0.041166	-0.48465	0.55043	0.97163	0.62792	1
CGGBP1	5	0.02982	0.32751	0.78578	0.99126	0.74328	1
CGN	5	0.052498	0.72652	0.57878	0.9733	0.46752	1
CGNL1	5	0.075545	0.88721	0.40165	0.95627	0.37497	1
CGREF1	5	-0.065904	-0.87798	0.37418	0.95204	0.37995	1
CGRRF1	5	0.034706	0.38592	0.73924	0.98702	0.69955	1
CH25H	5	-0.055825	-0.56198	0.43929	0.95903	0.57413	1
CHAC1	5	0.08564	1.2578	0.33882	0.94569	0.20848	1
CHAC2	5	0.13081	0.60884	0.141	0.8389	0.54263	1
CHAD	5	0.014346	0.17032	0.93712	0.99848	0.86476	1
CHADL	5	-0.078135	-1.2037	0.30274	0.93498	0.2287	1
CHAF1A	5	-0.25909	-1.6809	0.0050595	0.24533	0.092789	1
CHAF1B	5	0.30893	0.92356	0.0011676	0.093333	0.35572	1
CHAMP1	5	-0.0945	-1.1484	0.22351	0.90029	0.25081	1
CHAT	5	0.032391	0.23935	0.76148	0.98793	0.81084	1
CHCHD1	5	0.031327	0.21975	0.77166	0.99052	0.82606	1
CHCHD10	5	0.0099256	0.12935	0.98204	0.99927	0.89708	1
CHCHD2	5	-0.010411	-0.097014	0.82353	0.99234	0.92271	1
CHCHD3	5	-0.032511	-0.24772	0.62437	0.97636	0.80435	1
CHCHD4	5	-0.08071	-0.41488	0.28856	0.93036	0.67823	1
CHCHD5	5	-0.025014	-0.30769	0.69259	0.98282	0.75832	1
CHCHD6	5	-0.076562	-1.1939	0.31135	0.93774	0.23251	1
CHCHD7	5	0.03668	0.28401	0.72073	0.98552	0.7764	1
CHD1	5	0.14965	0.84817	0.091238	0.7561	0.39634	1
CHD1L	5	0.052835	0.59695	0.57561	0.9733	0.55054	1
CHD2	5	0.15961	1.7019	0.07239	0.70113	0.088783	1
CHD3	5	0.26448	1.6247	0.0047259	0.23611	0.10423	1
CHD4	5	0.0052807	0.028217	0.97398	0.99927	0.97749	1
CHD5	5	0.080989	1.0943	0.36651	0.95115	0.27384	1
CHD6	5	0.018562	0.17394	0.89336	0.99778	0.86191	1
CHD7	5	-0.1417	-1.0683	0.080841	0.72627	0.28538	1
CHD8	5	-0.080592	-0.88008	0.28934	0.93036	0.37881	1
CHD9	5	0.035102	0.24619	0.73529	0.98702	0.80554	1
CHDC2	5	-0.076179	-0.59949	0.31341	0.93829	0.54885	1
CHDH	5	0.048574	0.81762	0.61426	0.97519	0.41357	1
CHEK1	5	0.49396	0.97125	5.5599e-05	0.020833	0.33142	1
CHEK2	5	-0.0042982	-0.055704	0.88235	0.99717	0.95558	1
CHERP	5	0.08627	0.47684	0.33565	0.9448	0.63347	1
CHFR	5	-0.039056	-0.43656	0.56861	0.9733	0.66243	1
CHGA	5	0.20002	2.3236	0.02602	0.47422	0.020147	1
CHGB	5	0.042888	0.60726	0.66396	0.98215	0.54368	1
CHI3L1	5	-0.10752	-1.4554	0.17236	0.8649	0.14557	1
CHI3L2	5	0.179	1.4152	0.045035	0.59538	0.15701	1
CHIA	5	-0.052604	-0.62366	0.46114	0.96065	0.53285	1
CHIC1	5	0.0010104	0.010852	0.93445	0.99848	0.99134	1
CHIC2	5	-0.1798	-1.6364	0.030802	0.51484	0.10176	1
CHID1	5	0.010312	0.14886	0.97848	0.99927	0.88167	1
CHIT1	5	-0.042156	-0.46949	0.54226	0.97091	0.63872	1
CHKA	5	0.22722	0.83495	0.012565	0.34139	0.40375	1
CHKB	5	-0.086982	-1.4623	0.25798	0.92058	0.14366	1
CHL1	5	0.058711	0.64598	0.52619	0.96848	0.51829	1
CHM	5	-0.014919	-0.13431	0.78333	0.99126	0.89316	1
CHML	5	0.069151	0.78908	0.44696	0.95903	0.43007	1
CHMP1A	5	-0.012212	-0.16332	0.80674	0.99126	0.87027	1
CHMP1B	5	0.051274	0.39515	0.5904	0.9733	0.69273	1
CHMP2A	5	-0.032358	-0.15363	0.62576	0.97636	0.8779	1
CHMP2B	5	0.021487	0.17539	0.86467	0.99361	0.86078	1
CHMP3	5	-0.21895	-1.2762	0.011565	0.32808	0.20188	1
CHMP4A	5	0.0038244	0.047664	0.9598	0.99873	0.96198	1
CHMP4B	5	-0.25411	-2.1456	0.0055043	0.25515	0.031905	1
CHMP4C	5	-0.02825	-0.30022	0.66285	0.98215	0.76401	1
CHMP5	5	-0.13018	-1.3406	0.1053	0.78218	0.18004	1
CHMP6	5	-0.062956	-0.33239	0.39269	0.95627	0.73959	1
CHMP7	5	0.068724	0.8375	0.44941	0.95959	0.40231	1
CHN1	5	0.018134	0.19743	0.89864	0.99778	0.84349	1
CHN2	5	0.016894	0.17874	0.9116	0.99801	0.85814	1
CHODL	5	0.032848	0.28193	0.7567	0.98773	0.77799	1
CHORDC1	5	0.28825	1.6696	0.0023351	0.15328	0.094989	1
CHP1	5	-0.048608	-0.43508	0.49166	0.96371	0.6635	1
CHP2	5	0.10802	1.1353	0.22323	0.90022	0.25626	1
CHPF	5	0.021999	0.29242	0.86045	0.99354	0.76997	1
CHPF2	5	-0.019915	-0.17781	0.73674	0.98702	0.85887	1
CHPT1	5	-0.045546	-0.33802	0.51546	0.96796	0.73535	1
CHRAC1	5	0.063047	0.58212	0.49122	0.96371	0.56048	1
CHRD	5	0.023725	0.28738	0.84254	0.99235	0.77382	1
CHRDL1	5	-0.035871	-0.64756	0.59285	0.9737	0.51727	1
CHRDL2	5	0.25267	2.2636	0.0065051	0.27146	0.023601	1
CHRFAM7A	5	0.049916	0.43343	0.60219	0.97519	0.6647	1
CHRM1	5	0.026484	0.41487	0.81697	0.99234	0.67824	1
CHRM2	5	0.18318	1.8781	0.040476	0.57098	0.060361	1
CHRM3	5	-0.044211	-0.60721	0.52508	0.96847	0.54371	1
CHRM4	5	-0.0066282	-0.12392	0.859	0.99354	0.90138	1
CHRM5	5	0.024712	0.291	0.83426	0.99234	0.77105	1
CHRNA1	5	-0.073011	-0.52268	0.33231	0.94421	0.6012	1
CHRNA10	5	-0.026366	-0.33009	0.67964	0.98282	0.74133	1
CHRNA2	5	-0.0019672	-0.026369	0.90593	0.99801	0.97896	1
CHRNA3	5	0.028762	0.34668	0.79545	0.99126	0.72883	1
CHRNA4	5	-0.021461	-0.28345	0.72284	0.98552	0.77683	1
CHRNA5	5	0.048702	0.53586	0.61314	0.97519	0.59206	1
CHRNA6	5	0.0010918	0.010227	0.93489	0.99848	0.99184	1
CHRNA7	5	0.081207	0.84468	0.36551	0.95098	0.39829	1
CHRNA9	5	-0.063253	-0.97658	0.39092	0.95627	0.32878	1
CHRNB1	5	0.059156	0.57035	0.5228	0.96817	0.56844	1
CHRNB2	5	-0.0097014	-0.12611	0.82948	0.99234	0.89965	1
CHRNB3	5	-0.041306	-0.4788	0.54926	0.97149	0.63208	1
CHRNB4	5	0.18931	2.3627	0.034026	0.53033	0.018142	1
CHRND	5	0.052743	0.57061	0.5765	0.9733	0.56826	1
CHRNE	5	-0.023986	-0.30593	0.70116	0.98304	0.75965	1
CHRNG	5	-0.015867	-0.21676	0.77371	0.99096	0.8284	1
CHST1	5	0.050528	0.91038	0.59702	0.97468	0.36262	1
CHST10	5	0.18807	1.8177	0.035528	0.54153	0.069111	1
CHST11	5	0.016985	0.18782	0.91071	0.99801	0.85102	1
CHST12	5	0.080257	1.1455	0.3714	0.95115	0.25201	1
CHST13	5	-0.0043376	-0.07446	0.88191	0.99698	0.94064	1
CHST14	5	0.029903	0.29122	0.78517	0.99126	0.77089	1
CHST15	5	-0.12222	-1.1017	0.12621	0.81541	0.27059	1
CHST2	5	-0.058469	-0.80944	0.42233	0.95903	0.41826	1
CHST3	5	0.032493	0.3642	0.76076	0.98793	0.71571	1
CHST4	5	-0.010421	-0.12208	0.82336	0.99234	0.90283	1
CHST5	5	0.12211	2.1646	0.1693	0.86271	0.030416	1
CHST6	5	0.023844	0.37169	0.84138	0.99235	0.71012	1
CHST7	5	-0.044909	-0.82661	0.51979	0.96817	0.40846	1
CHST8	5	-0.0026984	-0.039547	0.89892	0.99778	0.96845	1
CHST9	5	0.021182	0.12353	0.86823	0.9944	0.90169	1
CHSY1	5	0.0098334	0.16898	0.98343	0.99927	0.86581	1
CHSY3	5	0.029831	0.4406	0.78572	0.99126	0.65951	1
CHTF18	5	0.091653	1.2743	0.3049	0.93521	0.20257	1
CHTF8	5	0.2988	1.7769	0.0015568	0.11475	0.075589	1
CHTOP	5	0.096956	1.269	0.27672	0.92888	0.20446	1
CHUK	5	-0.077072	-0.81978	0.3088	0.93675	0.41234	1
CHURC1	5	0.076857	0.68875	0.39253	0.95627	0.49098	1
CIAO1	5	-0.068155	-0.37595	0.36	0.95098	0.70696	1
CIAPIN1	5	0.10208	0.73289	0.25058	0.91936	0.46363	1
CIB1	5	0.16634	2.1303	0.060936	0.65846	0.033144	1
CIB2	5	0.079672	0.83501	0.37529	0.95325	0.40371	1
CIB3	5	-0.046938	-0.44593	0.5045	0.96708	0.65565	1
CIB4	5	-0.039664	-0.44599	0.56305	0.9733	0.6556	1
CIC	5	0.016654	0.22385	0.9141	0.99801	0.82288	1
CIDEA	5	0.040641	0.54239	0.68576	0.98282	0.58755	1
CIDEB	5	0.020819	0.26097	0.8719	0.99442	0.79412	1
CIDEC	5	0.15925	1.5725	0.07289	0.70333	0.11584	1
CIITA	5	0.040643	0.52245	0.68576	0.98282	0.60136	1
CILP	5	0.053368	0.44316	0.57117	0.9733	0.65765	1
CILP2	5	-0.028561	-0.33122	0.65996	0.98092	0.74048	1
CINP	5	-0.48372	-2.3292	5.5599e-05	0.020833	0.01985	1
CIR1	5	0.25521	1.3976	0.0060047	0.26406	0.16223	1
CIRBP	5	0.018956	0.18924	0.89003	0.99778	0.8499	1
CIRH1A	5	0.017479	0.10229	0.90532	0.99801	0.91852	1
CISD1	1	-0.2396	-1.2526	0.19504	0.87659	0.21036	1
CISD2	5	0.019441	0.17395	0.88536	0.99763	0.8619	1
CISD3	5	-0.045324	-0.52605	0.5169	0.96804	0.59885	1
CISH	5	-0.033464	-0.47738	0.61587	0.97519	0.63309	1
CIT	5	-0.063234	-0.9118	0.39097	0.95627	0.36187	1
CITED1	5	0.052281	0.6973	0.58129	0.9733	0.48562	1
CITED2	5	-0.13493	-1.5671	0.094963	0.76356	0.11708	1
CITED4	5	-0.12167	-0.90398	0.12732	0.81698	0.366	1
CIZ1	5	0.0031852	0.039456	0.95435	0.99873	0.96853	1
CKAP2	5	-0.059188	-0.44188	0.41688	0.95782	0.65858	1
CKAP2L	5	-0.069255	-0.50418	0.35411	0.9498	0.61413	1
CKAP4	5	-0.10017	-1.1145	0.19854	0.8783	0.26507	1
CKAP5	5	0.2469	0.92401	0.0074502	0.27992	0.35548	1
CKB	5	0.077659	1.2133	0.38802	0.95627	0.22501	1
CKLF	5	0.27195	0.93073	0.0036695	0.1994	0.35199	1
CKLF-CMTM1	5	0.061612	0.6543	0.50267	0.96675	0.51292	1
CKM	5	0.027738	0.33516	0.80463	0.99126	0.7375	1
CKMT2	5	0.07014	0.777	0.43945	0.95903	0.43716	1
CKS2	4	0.080064	0.39199	0.4315	0.95903	0.69507	1
CLASRP	5	-0.0075038	-0.058856	0.85005	0.99261	0.95307	1
CLC	5	0.020593	0.19293	0.87435	0.99488	0.84701	1
CLCA1	5	0.0050712	0.075596	0.97209	0.99927	0.93974	1
CLCA2	5	0.1061	1.3595	0.23157	0.90721	0.17398	1
CLCA4	5	0.089925	0.89602	0.31447	0.93829	0.37024	1
CLCC1	5	0.065822	0.54005	0.47092	0.96351	0.58916	1
CLCF1	5	0.025866	0.28953	0.82286	0.99234	0.77218	1
CLCN1	5	0.16416	1.4503	0.064161	0.66782	0.14697	1
CLCN2	5	0.05462	0.66397	0.56021	0.9733	0.50671	1
CLCN3	5	0.0093046	0.099624	0.9881	0.99927	0.92064	1
CLCN4	5	-0.015861	-0.2184	0.77371	0.99096	0.82711	1
CLCN5	5	-0.13336	-0.73969	0.098299	0.77071	0.45949	1
CLCN6	5	0.080208	0.82581	0.37162	0.95115	0.40891	1
CLCN7	5	-0.097787	-1.7638	0.20888	0.88818	0.07777	1
CLCNKA	5	-0.057919	-0.64591	0.426	0.95903	0.51834	1
CLCNKB	5	-0.098915	-0.98528	0.20433	0.88405	0.32449	1
CLDN1	5	-0.067614	-0.67601	0.36384	0.95098	0.49903	1
CLDN10	5	0.014219	0.18978	0.93856	0.99848	0.84948	1
CLDN11	5	-0.0086635	-0.11798	0.8391	0.99235	0.90609	1
CLDN12	5	0.044627	0.81341	0.64767	0.98027	0.41598	1
CLDN14	5	0.068775	1.116	0.44896	0.95903	0.26442	1
CLDN15	5	0.023981	0.29053	0.8406	0.99235	0.77141	1
CLDN16	5	0.023743	0.26338	0.84243	0.99235	0.79226	1
CLDN17	5	0.062751	1.33	0.49349	0.96385	0.18351	1
CLDN18	5	0.032666	0.50209	0.75887	0.98784	0.6156	1
CLDN19	5	-0.0033187	-0.036008	0.89297	0.99778	0.97128	1
CLDN2	5	-0.062658	-0.71986	0.39431	0.95627	0.47161	1
CLDN20	5	0.051729	0.46986	0.58607	0.9733	0.63845	1
CLDN22	2	0.093244	0.89077	0.4911	0.96371	0.37306	1
CLDN23	5	0.051825	0.83936	0.58518	0.9733	0.40127	1
CLDN24	2	-0.17715	-1.8366	0.17225	0.86488	0.066275	1
CLDN25	5	0.059463	0.88176	0.52035	0.96817	0.37791	1
CLDN3	5	0.015657	0.20029	0.92355	0.99848	0.84126	1
CLDN4	5	0.01057	0.16415	0.97576	0.99927	0.86962	1
CLDN5	5	0.18202	1.4967	0.042088	0.58218	0.13448	1
CLDN6	5	0.14928	1.5703	0.092183	0.75764	0.11635	1
CLDN7	5	0.075389	1.0587	0.40265	0.95627	0.28975	1
CLDN8	5	0.097767	1.3249	0.27316	0.92888	0.18521	1
CLDN9	5	0.036437	0.56174	0.72262	0.98552	0.5743	1
CLDND1	5	0.034666	0.33565	0.73946	0.98702	0.73714	1
CLDND2	5	-0.11308	-1.0447	0.15406	0.84896	0.29614	1
CLEC10A	5	-0.012527	-0.18782	0.80496	0.99126	0.85102	1
CLEC11A	5	0.063597	0.83852	0.48738	0.96371	0.40174	1
CLEC12A	5	-0.011581	-0.14106	0.81252	0.99186	0.88782	1
CLEC12B	5	-0.068294	-0.764	0.35911	0.95098	0.44487	1
CLEC14A	5	-0.06335	-0.81218	0.39025	0.95627	0.41669	1
CLEC16A	5	0.12004	1.3986	0.17686	0.86644	0.16193	1
CLEC17A	5	0.1326	1.3793	0.13605	0.83118	0.1678	1
CLEC18A	1	-0.32543	-2.2642	0.10625	0.78642	0.023563	1
CLEC18B	4	0.058892	0.42495	0.57839	0.9733	0.67087	1
CLEC18C	1	-0.12807	-0.40738	0.43734	0.95903	0.68373	1
CLEC1A	5	0.11278	1.0397	0.20321	0.88221	0.29849	1
CLEC1B	5	-0.013394	-0.18936	0.7969	0.99126	0.84981	1
CLEC2A	5	0.012511	0.090969	0.95602	0.99873	0.92752	1
CLEC2B	5	0.01916	0.16944	0.88769	0.99763	0.86545	1
CLEC2D	5	0.013728	0.19912	0.94318	0.99848	0.84217	1
CLEC2L	5	0.02923	0.35503	0.79134	0.99126	0.72256	1
CLEC3A	5	0.16228	2.0975	0.067775	0.68785	0.035953	1
CLEC3B	5	-0.04331	-0.60108	0.53275	0.97056	0.54778	1
CLEC4A	5	-0.016498	-0.17499	0.76732	0.98897	0.86109	1
CLEC4C	5	-0.044515	-0.40545	0.52257	0.96817	0.68515	1
CLEC4D	5	0.047572	0.63746	0.62332	0.97589	0.52382	1
CLEC4E	5	0.039906	0.54407	0.69226	0.98282	0.58639	1
CLEC4F	5	0.033598	0.36584	0.75025	0.98722	0.71448	1
CLEC4G	5	0.081867	0.93895	0.36178	0.95098	0.34776	1
CLEC4M	5	0.094298	1.0658	0.28989	0.93036	0.28653	1
CLEC5A	5	0.045329	0.72379	0.64161	0.9788	0.4692	1
CLEC6A	5	0.20656	2.4586	0.021628	0.43905	0.013948	1
CLEC7A	5	0.12236	1.1821	0.16819	0.86256	0.23717	1
CLEC9A	5	-0.0069339	-0.058673	0.85622	0.99329	0.95321	1
CLECL1	5	0.057883	0.43384	0.53319	0.97056	0.6644	1
CLGN	5	-0.1049	-0.86307	0.18053	0.86644	0.3881	1
CLHC1	5	0.056098	0.41213	0.54759	0.97149	0.68024	1
CLIC1	5	-0.14134	-1.331	0.081786	0.72884	0.1832	1
CLIC2	5	0.0058639	0.079876	0.97893	0.99927	0.93634	1
CLIC3	5	0.10254	1.1192	0.24758	0.91799	0.26304	1
CLIC4	4	0.08404	0.90504	0.40676	0.95643	0.36544	1
CLIC5	5	-0.1186	-1.2992	0.13705	0.83395	0.19388	1
CLIC6	5	-0.0037431	-0.05327	0.88886	0.99778	0.95752	1
CLINT1	5	0.015818	0.16599	0.92266	0.99848	0.86816	1
CLIP1	5	-0.036359	-0.3434	0.58957	0.9733	0.7313	1
CLIP2	5	-0.043966	-0.68696	0.52735	0.96904	0.49211	1
CLIP3	5	-0.014783	-0.1704	0.78472	0.99126	0.86469	1
CLIP4	5	-0.052002	-0.59643	0.46564	0.96139	0.55089	1
CLK1	5	0.069266	0.77045	0.44574	0.95903	0.44103	1
CLK2	5	-0.088148	-1.0185	0.25259	0.9195	0.30846	1
