Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
CRY1	3	0.00036443	0.0022613	0.93812	0.99931	0.9982	1
CRY2	3	0.22839	1.5581	0.046981	0.67809	0.11922	1
CRYAB	3	0.165	1.0607	0.14645	0.88509	0.28884	1
CRYBA1	3	-0.014626	-0.10789	0.82709	0.99889	0.91409	1
CRYBA2	3	0.12101	1.5665	0.28661	0.97048	0.11724	1
CRYBA4	3	-0.061191	-0.48109	0.51535	0.99645	0.63045	1
CRYBB1	3	0.0072578	0.062046	0.99366	0.99967	0.95053	1
CRYBB2	3	0.035324	0.39742	0.79807	0.99889	0.69106	1
CRYBB3	3	0.014971	0.19683	0.94751	0.99931	0.84396	1
CRYGA	3	-0.039342	-0.496	0.65368	0.99645	0.61989	1
CRYGB	3	-0.20393	-1.8948	0.065329	0.74644	0.05812	1
CRYGC	3	-0.12848	-1.3381	0.21267	0.94075	0.18086	1
CRYGD	3	-0.040983	-0.39083	0.64239	0.99645	0.69592	1
CRYGN	3	-0.12223	-1.514	0.23429	0.95436	0.13002	1
CRYGS	3	-0.11415	-0.99714	0.26232	0.96152	0.3187	1
CRYL1	3	-0.028591	-0.20474	0.7284	0.99687	0.83778	1
CRYM	3	-0.025433	-0.30192	0.75208	0.99796	0.76272	1
CRYZ	3	-0.1081	-1.1619	0.28511	0.97031	0.24527	1
CRYZL1	3	-0.069476	-0.35947	0.4687	0.99645	0.71924	1
CS	3	-0.045125	-0.25689	0.61437	0.99645	0.79726	1
CSAD	3	-0.050246	-0.40233	0.58295	0.99645	0.68744	1
CSAG1	3	0.023708	0.22352	0.88163	0.99931	0.82313	1
CSDC2	3	0.096609	1.4535	0.40448	0.99645	0.14609	1
CSDE1	3	-0.11163	-0.61874	0.27149	0.96578	0.53609	1
CSE1L	3	0.33251	0.87703	0.0079506	0.3598	0.38047	1
CSF1	3	0.070735	0.47978	0.55432	0.99645	0.63139	1
CSF1R	3	-0.093033	-0.88168	0.35122	0.98528	0.37795	1
CSF2	3	0.088203	0.98032	0.44863	0.99645	0.32693	1
CSF2RA	3	-0.14166	-1.076	0.17408	0.91154	0.28191	1
CSF2RB	3	0.13073	1.268	0.24858	0.95812	0.2048	1
CSF3	3	-0.15516	-0.51961	0.14361	0.88481	0.60334	1
CSF3R	3	0.064923	0.71391	0.59274	0.99645	0.47528	1
CSGALNACT1	3	-0.12511	-1.116	0.22367	0.94156	0.2644	1
CSGALNACT2	3	0.12497	0.98792	0.26938	0.96418	0.32319	1
CSH1	2	-0.029485	-0.17941	0.77093	0.99849	0.85761	1
CSH2	2	0.13455	0.52003	0.32781	0.97746	0.60304	1
CSHL1	3	0.023636	0.21561	0.88202	0.99931	0.82929	1
CSK	3	0.046792	0.34472	0.71328	0.99645	0.73031	1
CSMD1	3	0.056365	0.41172	0.64789	0.99645	0.68054	1
CSMD2	3	0.17383	1.9584	0.12632	0.85687	0.050184	1
CSMD3	3	-0.063605	-0.51804	0.50089	0.99645	0.60443	1
CSN1S1	3	0.062127	0.34232	0.61031	0.99645	0.73211	1
CSN2	3	0.14708	0.81161	0.1936	0.9168	0.41701	1
CSN3	3	0.14048	1.3576	0.21617	0.94112	0.17458	1
CSNK1A1	3	-0.31458	-1.9599	0.0093406	0.37445	0.050002	1
CSNK1A1L	3	0.035362	0.37819	0.79784	0.99889	0.70529	1
CSNK1D	3	0.017136	0.14842	0.93228	0.99931	0.88201	1
CSNK1E	3	0.12135	1.2116	0.28511	0.97031	0.22566	1
CSNK1G1	3	0.21881	1.5154	0.055043	0.70765	0.12968	1
CSNK1G2	3	0.02713	0.24966	0.85561	0.99916	0.80285	1
CSNK1G3	3	-0.13797	-0.6534	0.1837	0.91165	0.5135	1
CSNK2A1	3	-0.10252	-0.52564	0.3098	0.97726	0.59914	1
CSNK2A2	3	0.10207	1.2533	0.37412	0.99145	0.21011	1
CSNK2A3	3	0.061734	0.45232	0.61348	0.99645	0.65104	1
CSNK2B	3	-0.24393	-0.94705	0.033192	0.61105	0.34361	1
CSPG4	3	0.041796	0.39597	0.74764	0.9977	0.69213	1
CSPG5	3	-0.25939	-1.7214	0.025297	0.5642	0.085178	1
CSPP1	3	0.025974	0.26234	0.86456	0.99931	0.79306	1
CSRNP1	3	-0.24437	-2.311	0.032748	0.60784	0.020835	1
CSRNP2	3	-0.058576	-0.63198	0.53186	0.99645	0.5274	1
CSRNP3	3	0.098942	1.0036	0.39047	0.99631	0.31558	1
CSRP1	3	-0.0033522	-0.029977	0.91232	0.99931	0.97609	1
CSRP2	3	0.0045604	0.029078	0.97103	0.99931	0.9768	1
CSRP2BP	3	-0.11058	-0.67595	0.27566	0.96653	0.49907	1
CSRP3	3	0.019643	0.23815	0.91282	0.99931	0.81177	1
CST1	3	-0.0080328	-0.089626	0.87729	0.99931	0.92858	1
CST11	3	-0.16552	-1.2069	0.12143	0.84592	0.22747	1
CST2	3	0.14984	1.381	0.18631	0.91165	0.16727	1
CST3	3	-0.030123	-0.30203	0.7175	0.99645	0.76263	1
CST4	3	0.084277	0.57698	0.47009	0.99645	0.56395	1
CST5	3	0.03553	0.37755	0.79662	0.99889	0.70577	1
CST6	3	-0.0057458	-0.073753	0.8952	0.99931	0.94121	1
CST7	3	-0.094009	-1.29	0.3466	0.98391	0.19704	1
CST8	3	0.043903	0.43184	0.73296	0.99687	0.66585	1
CST9	3	0.0204	0.22196	0.90837	0.99931	0.82435	1
CST9L	3	-0.08731	-0.80777	0.37702	0.99226	0.41922	1
CSTA	3	-0.032651	-0.16108	0.69949	0.99645	0.87203	1
CSTB	3	-0.012722	-0.13324	0.84177	0.99889	0.894	1
CSTF1	3	0.33159	1.1875	0.0082286	0.36453	0.23502	1
CSTF2	3	0.042178	0.39572	0.74447	0.99687	0.69231	1
CSTF2T	3	0.035515	0.33256	0.79662	0.99889	0.73947	1
CSTF3	3	0.10483	0.7686	0.35922	0.98528	0.44213	1
CSTL1	3	-0.032358	-0.24532	0.70188	0.99645	0.80621	1
CT45A5	1	-0.050112	-0.2892	0.73351	0.99687	0.77243	1
CT47B1	3	0.074897	0.35861	0.52824	0.99645	0.71989	1
CT62	3	-0.0081313	-0.067208	0.87663	0.99931	0.94642	1
CTAG1A	1	0.14423	0.69332	0.44257	0.99645	0.48811	1
CTAG1B	3	0.034856	0.3384	0.80146	0.99889	0.73506	1
CTAG2	3	-0.073008	-0.82532	0.44829	0.99645	0.40919	1
CTAGE1	3	-0.17216	-1.3644	0.10853	0.82817	0.17245	1
CTAGE5	3	-0.087247	-0.80745	0.3774	0.99226	0.41941	1
CTAGE9	1	0.33014	0.99671	0.10542	0.82558	0.31891	1
CTBP1	3	0.097558	1.4323	0.39848	0.99645	0.15205	1
CTBP2	3	0.097059	1.2324	0.40181	0.99645	0.2178	1
CTBS	3	-0.064513	-0.57098	0.49605	0.99645	0.56801	1
CTC1	3	0.12412	0.55866	0.27255	0.9658	0.57639	1
CTCF	3	0.13518	0.39851	0.23296	0.95271	0.69026	1
CTCFL	3	-0.0083866	-0.070716	0.87479	0.99931	0.94362	1
CTDNEP1	3	0.10462	0.7781	0.36022	0.98528	0.43651	1
CTDP1	3	-0.077461	-0.3254	0.42528	0.99645	0.74488	1
CTDSP1	3	-0.079523	-0.77341	0.41616	0.99645	0.43928	1
CTDSP2	3	0.0055454	0.04931	0.97943	0.99967	0.96067	1
CTDSPL	3	-0.050036	-0.33901	0.58418	0.99645	0.7346	1
CTDSPL2	3	-0.14909	-0.94108	0.15657	0.89711	0.34666	1
CTF1	3	-0.027242	-0.40206	0.73763	0.99687	0.68764	1
CTGF	3	-0.036294	-0.42429	0.67536	0.99645	0.67136	1
CTH	3	-0.042977	-0.27139	0.62799	0.99645	0.78609	1
CTHRC1	3	-0.22842	-1.3815	0.042922	0.65203	0.16713	1
CTIF	3	0.025976	0.25518	0.86456	0.99931	0.79858	1
CTLA4	3	-0.021276	-0.3605	0.78177	0.99889	0.71847	1
CTNNA1	3	-0.020902	-0.30193	0.78467	0.99889	0.7627	1
CTNNA2	3	0.15018	1.2254	0.18542	0.91165	0.22043	1
CTNNA3	3	-0.036237	-0.24705	0.67564	0.99645	0.80487	1
CTNNAL1	3	0.0014059	0.01965	0.9474	0.99931	0.98432	1
CTNNB1	3	-0.031569	-0.3747	0.70783	0.99645	0.70789	1
CTNNBIP1	3	-0.024069	-0.25509	0.76148	0.99796	0.79865	1
CTNNBL1	3	0.32949	0.93663	0.008729	0.37116	0.34895	1
CTNND1	3	-0.12801	-1.0786	0.21417	0.94075	0.28077	1
CTNND2	3	-0.081286	-1.1447	0.40709	0.99645	0.25235	1
CTNS	3	0.16372	1.1662	0.14967	0.88878	0.24354	1
CTPS1	3	0.039502	0.18408	0.76587	0.99842	0.85395	1
CTPS2	3	-0.076958	-0.65531	0.428	0.99645	0.51227	1
CTR9	3	0.094099	0.35758	0.41716	0.99645	0.72066	1
CTRB2	3	0.092801	0.88538	0.425	0.99645	0.37595	1
CTRC	3	0.065969	0.45737	0.58557	0.99645	0.6474	1
CTRL	3	0.064292	0.49001	0.59663	0.99645	0.62413	1
CTSA	3	-0.087038	-0.63334	0.37818	0.99241	0.52651	1
CTSB	3	-0.014269	-0.17034	0.82981	0.99889	0.86475	1
CTSC	3	0.024997	0.16438	0.87168	0.99931	0.86944	1
CTSD	3	0.036388	0.35617	0.79089	0.99889	0.72171	1
CTSE	3	0.098417	0.80718	0.39447	0.99645	0.41956	1
CTSF	3	-0.037839	-0.40479	0.66346	0.99645	0.68563	1
CTSG	3	0.21487	1.3925	0.060213	0.73342	0.16378	1
CTSH	3	0.056528	0.41407	0.64656	0.99645	0.67883	1
CTSK	3	0.22231	1.5304	0.051596	0.70038	0.12593	1
CTSL	3	0.040849	0.40237	0.75492	0.99796	0.68741	1
CTSO	3	-0.020937	-0.14212	0.78455	0.99889	0.88698	1
CTSS	3	0.13612	1.2359	0.22957	0.94745	0.21651	1
CTSV	3	-0.082573	-0.56204	0.39959	0.99645	0.57409	1
CTSW	3	-0.01348	-0.11784	0.83559	0.99889	0.90619	1
CTSZ	3	0.087667	0.9624	0.45141	0.99645	0.33585	1
CTTN	3	0.13238	1.0403	0.24319	0.95812	0.29821	1
CTTNBP2	3	-0.14615	-1.2125	0.16274	0.90077	0.22533	1
CTTNBP2NL	3	0.081123	0.61583	0.48821	0.99645	0.53801	1
CTU1	3	0.44173	2.2837	0.0013344	0.14118	0.022391	1
CTU2	3	-0.089175	-0.76691	0.36829	0.98853	0.44314	1
CTXN1	3	0.045096	0.45895	0.72512	0.99687	0.64627	1
CTXN2	3	0.0056499	0.050263	0.98021	0.99967	0.95991	1
CTXN3	3	0.072843	0.52133	0.54053	0.99645	0.60214	1
CUBN	3	0.15914	1.3546	0.16068	0.89922	0.17556	1
CUEDC1	3	-0.059445	-0.42517	0.52669	0.99645	0.67071	1
CUEDC2	3	-0.089951	-0.86871	0.36489	0.98751	0.38501	1
CUL1	3	-0.17416	-0.47501	0.10575	0.82624	0.63478	1
CUL2	3	-0.023763	-0.31627	0.76376	0.99818	0.7518	1
CUL3	3	0.0068958	0.017684	0.99049	0.99967	0.98589	1
CUL4A	3	0.12497	1.1075	0.26938	0.96418	0.2681	1
CUL4B	3	-0.084506	-0.53644	0.38941	0.99616	0.59165	1
CUL5	3	-0.046387	-0.47089	0.60664	0.99645	0.63772	1
CUL7	3	0.17072	0.85041	0.1326	0.86293	0.39509	1
CUL9	3	-0.091963	-0.99061	0.35656	0.98528	0.32187	1
CUTA	3	-0.040447	-0.31028	0.64656	0.99645	0.75635	1
CUTC	3	-0.030007	-0.25523	0.71806	0.99645	0.79854	1
CUX1	3	-0.23192	-2.2649	0.040087	0.63668	0.02352	1
CUX2	3	-0.14167	-1.2654	0.17408	0.91154	0.20574	1
CUZD1	3	-0.021861	-0.19485	0.77766	0.99889	0.84551	1
CWC22	3	0.094917	0.15955	0.41304	0.99645	0.87323	1
CWC25	3	0.25161	1.3185	0.031358	0.59831	0.18732	1
CWC27	3	0.10396	0.80838	0.36378	0.98732	0.41887	1
CWF19L1	3	-0.045312	-0.31451	0.61325	0.99645	0.75313	1
CWF19L2	3	0.14982	0.73402	0.18631	0.91165	0.46294	1
CWH43	3	-0.079715	-0.80872	0.41538	0.99645	0.41868	1
CX3CL1	3	0.046649	0.52478	0.71428	0.99645	0.59974	1
CX3CR1	3	-0.0013795	-0.0085957	0.92578	0.99931	0.99314	1
CXADR	3	0.061398	0.38792	0.61553	0.99645	0.69808	1
CXCL1	3	-0.051834	-0.41541	0.57172	0.99645	0.67784	1
CXCL10	3	0.18305	1.2606	0.10731	0.82633	0.20745	1
CXCL11	3	0.16735	1.0471	0.1405	0.88035	0.29506	1
CXCL12	3	-0.023045	-0.14345	0.76915	0.99842	0.88594	1
CXCL13	3	-0.027822	-0.22861	0.7339	0.99687	0.81917	1
CXCL14	3	0.021576	0.21983	0.89881	0.99931	0.826	1
CXCL16	3	-0.17024	-1.9227	0.11259	0.84044	0.054515	1
CXCL17	3	0.016167	0.14324	0.93951	0.99931	0.8861	1
CXCL2	3	-0.06617	-0.77818	0.48677	0.99645	0.43646	1
CXCL3	3	-0.053808	-0.64407	0.56005	0.99645	0.51953	1
CXCL5	3	0.20114	1.5824	0.077616	0.7717	0.11355	1
CXCL6	3	-0.040429	-0.37069	0.64667	0.99645	0.71087	1
CXCL9	3	-0.083623	-1.0577	0.39442	0.99645	0.2902	1
CXCR1	3	-0.077764	-0.63787	0.42439	0.99645	0.52356	1
CXCR2	3	-0.19467	-1.9605	0.074614	0.76642	0.049933	1
CXCR3	3	-0.016137	-0.21761	0.81664	0.99889	0.82774	1
CXCR4	3	0.081033	0.74085	0.48894	0.99645	0.45878	1
CXCR5	3	0.15401	1.7274	0.17436	0.91154	0.084088	1
CXCR6	3	0.07659	0.84561	0.5174	0.99645	0.39777	1
CXXC1	3	-0.1711	-1.076	0.11098	0.83738	0.28193	1
CXXC11	3	-0.038907	-0.49625	0.65657	0.99645	0.61972	1
CXXC4	3	-0.043444	-0.22515	0.6251	0.99645	0.82186	1
CXXC5	3	-0.053584	-0.61746	0.56121	0.99645	0.53693	1
CXorf21	3	-0.16097	-1.6437	0.13043	0.85997	0.10025	1
CXorf22	3	-0.21589	-1.9753	0.054209	0.70644	0.048237	1
CXorf23	3	-0.082453	-0.75794	0.40048	0.99645	0.44849	1
CXorf27	3	-0.028641	-0.32082	0.72807	0.99687	0.74835	1
CXorf30	3	-0.068757	-0.25594	0.4722	0.99645	0.798	1
CXorf36	3	0.061296	0.44741	0.6162	0.99645	0.65458	1
CXorf38	3	0.1963	0.94301	0.084899	0.78663	0.34567	1
CXorf40A	3	-0.065468	-0.59248	0.4901	0.99645	0.55353	1
CXorf40B	3	-0.10005	-0.77767	0.31969	0.97726	0.43676	1
CXorf48	3	0.063683	0.53786	0.60024	0.99645	0.59067	1
CXorf56	3	-0.060777	-0.39848	0.51818	0.99645	0.69028	1
CXorf57	3	-0.05715	-0.65077	0.53925	0.99645	0.5152	1
CXorf58	3	0.40696	1.8021	0.0021684	0.1814	0.07153	1
CXorf61	3	0.098993	0.74798	0.39014	0.99631	0.45447	1
CXorf64	3	0.011961	0.10673	0.9702	0.99931	0.915	1
CXorf65	3	0.12469	1.2693	0.27065	0.9653	0.20434	1
CXorf66	3	0.10318	0.61815	0.36762	0.98834	0.53647	1
CYB561	3	-0.063667	-0.50706	0.50061	0.99645	0.61211	1
CYB561A3	3	0.05557	0.25504	0.65306	0.99645	0.7987	1
CYB561D1	3	-0.0044967	-0.0359	0.90415	0.99931	0.97136	1
CYB561D2	3	0.070906	0.69122	0.55354	0.99645	0.48943	1
CYB5A	3	-0.0017214	-0.020375	0.92377	0.99931	0.98374	1
CYB5B	3	-0.06307	-0.21813	0.50489	0.99645	0.82733	1
CYB5D1	3	0.11039	1.0591	0.33304	0.97956	0.28957	1
CYB5D2	3	0.026481	0.29905	0.86067	0.99931	0.7649	1
CYB5R1	3	-0.0149	-0.080131	0.82486	0.99889	0.93613	1
CYB5R2	3	0.0045831	0.050957	0.97131	0.99937	0.95936	1
CYB5R3	3	-0.13598	-1.5889	0.18904	0.91229	0.11209	1
CYB5R4	3	0.036655	0.30682	0.78878	0.99889	0.75898	1
CYB5RL	3	0.089607	0.79194	0.44095	0.99645	0.42839	1
CYBA	3	0.057323	0.47955	0.64094	0.99645	0.63155	1
CYBB	3	-0.23328	-2.0849	0.03903	0.63073	0.037078	1
CYBRD1	3	0.076253	0.36451	0.51974	0.99645	0.71547	1
CYC1	3	-0.095736	-0.60612	0.33849	0.98179	0.54444	1
CYCS	3	0.079238	0.22639	0.50106	0.99645	0.8209	1
CYFIP1	3	-0.059058	-0.51919	0.52886	0.99645	0.60363	1
CYGB	3	0.16658	1.2585	0.14233	0.88322	0.20821	1
CYHR1	3	0.0081471	0.093395	0.99911	0.99972	0.92559	1
CYLC1	3	-0.044218	-0.46224	0.61965	0.99645	0.64391	1
CYLC2	3	-0.033214	-0.18484	0.69593	0.99645	0.85336	1
CYLD	3	-0.087779	-0.69381	0.37485	0.9922	0.4878	1
CYP11A1	3	-0.10745	-1.0669	0.28778	0.97092	0.28602	1
CYP11B1	3	0.030018	0.3045	0.83521	0.99889	0.76075	1
CYP11B2	3	-0.026036	-0.32014	0.74764	0.9977	0.74886	1
CYP17A1	3	0.044149	0.34136	0.73151	0.99687	0.73284	1
CYP19A1	3	-0.081943	-1.1434	0.40393	0.99645	0.25289	1
CYP1A1	3	0.087014	0.91287	0.45424	0.99645	0.36131	1
CYP1A2	3	0.11428	0.97309	0.31591	0.97726	0.33051	1
CYP1B1	3	-0.0025261	-0.031111	0.91782	0.99931	0.97518	1
CYP20A1	3	0.078966	0.64608	0.50267	0.99645	0.51823	1
CYP21A2	3	0.028278	0.30419	0.84794	0.99889	0.76099	1
CYP24A1	3	0.043187	0.37977	0.73807	0.99687	0.70411	1
CYP26A1	3	-0.091176	-1.0226	0.35978	0.98528	0.30652	1
CYP26B1	3	0.061966	0.62354	0.61142	0.99645	0.53293	1
CYP26C1	3	0.11392	0.9913	0.31791	0.97726	0.32154	1
CYP27A1	3	0.083009	0.90249	0.47687	0.99645	0.3668	1
CYP27B1	3	0.087823	0.82519	0.45057	0.99645	0.40927	1
CYP27C1	3	-0.060013	-0.6019	0.52313	0.99645	0.54724	1
CYP2A13	3	-0.11682	-0.93123	0.2532	0.95812	0.35174	1
CYP2A6	3	-0.028212	-0.39456	0.73085	0.99687	0.69317	1
CYP2A7	3	0.12927	0.82206	0.25336	0.95812	0.41104	1
CYP2B6	3	0.11957	1.2351	0.29367	0.97441	0.2168	1
CYP2C18	3	0.049045	0.24171	0.69665	0.99645	0.80901	1
CYP2C19	3	0.12006	0.77644	0.291	0.97161	0.43749	1
CYP2C8	3	0.0050244	0.033235	0.97492	0.99943	0.97349	1
CYP2C9	3	-0.097022	-0.46777	0.33226	0.97951	0.63995	1
CYP2D6	3	0.010906	0.18321	0.97815	0.99967	0.85463	1
CYP2E1	3	0.021247	0.24233	0.90231	0.99931	0.80853	1
CYP2F1	3	-0.19569	-1.4044	0.073613	0.76457	0.1602	1
CYP2J2	3	0.25874	2.3571	0.028189	0.58009	0.018419	1
CYP2R1	3	0.022191	0.13039	0.89358	0.99931	0.89626	1
CYP2S1	3	0.0048299	0.076538	0.97365	0.99943	0.93899	1
CYP2U1	3	0.057978	0.81147	0.63672	0.99645	0.4171	1
CYP2W1	3	-0.089965	-0.76791	0.36484	0.98751	0.44254	1
CYP39A1	3	-0.11359	-0.72868	0.26443	0.96152	0.4662	1
CYP3A4	3	0.087674	0.81998	0.45135	0.99645	0.41223	1
CYP3A43	3	0.22955	0.90374	0.04598	0.67127	0.36614	1
CYP3A5	3	0.14889	0.93759	0.18876	0.91165	0.34846	1
CYP3A7	3	0.16025	1.2961	0.15807	0.89711	0.19494	1
CYP46A1	3	0.047693	0.54731	0.70694	0.99645	0.58417	1
CYP4A11	3	0.057941	0.59221	0.63683	0.99645	0.55371	1
CYP4A22	3	0.045342	0.40896	0.72295	0.99687	0.68257	1
CYP4B1	3	0.17823	1.4783	0.1167	0.84394	0.13934	1
CYP4F11	3	0.15793	1.0374	0.16385	0.90183	0.29957	1
CYP4F12	3	0.0081241	0.080658	0.99939	0.99972	0.93571	1
CYP4F2	3	0.16301	0.92352	0.15134	0.89099	0.35574	1
CYP4F22	3	0.049937	0.60841	0.69165	0.99645	0.54292	1
CYP4F3	3	0.049052	0.40652	0.69665	0.99645	0.68436	1
CYP4V2	3	-0.048948	-0.31032	0.59096	0.99645	0.75631	1
CYP4X1	3	0.17708	1.2039	0.11865	0.84394	0.22864	1
CYP4Z1	3	0.33133	1.6434	0.0082286	0.36453	0.10031	1
CYP51A1	3	0.17745	1.2336	0.1182	0.84394	0.21733	1
CYP7A1	3	0.077844	0.57103	0.5094	0.99645	0.56798	1
CYP7B1	3	0.22294	1.3098	0.050873	0.69794	0.19026	1
CYP8B1	3	-0.013601	-0.10625	0.83465	0.99889	0.91538	1
CYR61	3	0.047272	0.36353	0.71022	0.99645	0.71621	1
CYS1	3	0.032969	0.54564	0.81602	0.99889	0.58531	1
CYSLTR1	3	0.028503	0.19606	0.84627	0.99889	0.84456	1
CYSLTR2	3	0.18453	1.5222	0.10464	0.82515	0.12796	1
CYSTM1	3	-0.086519	-0.91467	0.38024	0.99277	0.36037	1
CYTH1	3	-0.10779	-0.77129	0.2865	0.97048	0.44054	1
CYTH2	3	-0.13544	-1.2636	0.1907	0.91491	0.20638	1
CYTH3	3	-0.087633	-0.48875	0.3759	0.99226	0.62502	1
CYTH4	3	-0.05568	-0.71398	0.54848	0.99645	0.47524	1
CYTIP	3	0.053022	0.34397	0.67008	0.99645	0.73087	1
CYTL1	3	0.041261	0.27432	0.75153	0.99796	0.78384	1
CYYR1	3	0.002693	0.01163	0.95736	0.99931	0.99072	1
CYorf17	3	-0.0080803	-0.12854	0.87696	0.99931	0.89772	1
D2HGDH	3	0.028572	0.38491	0.8456	0.99889	0.7003	1
DAAM1	3	0.10412	0.84889	0.36306	0.98685	0.39594	1
DAAM2	3	-0.093722	-0.91825	0.34805	0.98443	0.35849	1
DAB1	3	0.019321	0.28718	0.91549	0.99931	0.77397	1
DAB2	3	0.002904	0.026865	0.95869	0.99931	0.97857	1
DAB2IP	3	0.020786	0.22043	0.90554	0.99931	0.82553	1
DACH1	3	-0.022107	-0.26478	0.77544	0.99878	0.79118	1
DACH2	3	-0.0068947	-0.06554	0.88608	0.99931	0.94774	1
DACT1	3	0.18365	1.0222	0.1063	0.82633	0.30668	1
DACT2	3	-0.035659	-0.28069	0.67986	0.99645	0.77895	1
DACT3	3	-0.13913	-1.6156	0.18103	0.91165	0.10618	1
DAD1	3	0.029785	0.1041	0.83671	0.99889	0.91709	1
DAG1	3	-0.0058366	-0.075862	0.89458	0.99931	0.93953	1
DAGLA	3	-0.057755	-0.59609	0.53603	0.99645	0.55111	1
DAGLB	3	0.12712	1.1127	0.26159	0.96152	0.26585	1
DAK	3	-0.03147	-0.26438	0.70822	0.99645	0.79149	1
DALRD3	3	-0.032843	-0.37266	0.69865	0.99645	0.7094	1
DAND5	3	0.18239	1.8343	0.10875	0.82881	0.066603	1
DAO	3	-0.19861	-1.4285	0.070777	0.75413	0.15314	1
DAOA	3	0.020168	0.11382	0.90987	0.99931	0.90938	1
DAP	3	-0.1038	-0.50694	0.30346	0.97726	0.6122	1
DAP3	3	0.0063921	0.015585	0.98616	0.99967	0.98757	1
DAPK1	3	-0.10329	-1.2383	0.30579	0.97726	0.2156	1
DAPK2	3	-0.066842	-0.53549	0.48349	0.99645	0.59231	1
DAPK3	3	0.065962	0.7843	0.58557	0.99645	0.43287	1
DAPL1	3	0.051674	0.26935	0.68031	0.99645	0.78766	1
DAPP1	3	0.071491	0.54352	0.54976	0.99645	0.58677	1
DARC	3	0.10261	1.1523	0.37134	0.99038	0.24921	1
DARS	3	0.8263	0.89594	5.5599e-05	0.026316	0.37029	1
DARS2	3	0.0069794	0.032526	0.99155	0.99967	0.97405	1
DAW1	3	0.01608	0.16229	0.94012	0.99931	0.87108	1
DAXX	3	-0.24859	-2.0315	0.030301	0.59657	0.042207	1
DAZAP1	3	-0.28606	-2.7236	0.016012	0.46906	0.0064573	1
DAZAP2	3	-0.16972	-1.3738	0.11353	0.84044	0.1695	1
DAZL	3	-0.013634	-0.089651	0.83443	0.99889	0.92856	1
DBF4	3	0.16006	0.45638	0.15851	0.89711	0.64812	1
DBF4B	3	-0.16643	-1.3646	0.12015	0.84592	0.17239	1
DBH	3	-0.1877	-2.4473	0.084455	0.78663	0.014392	1
DBI	3	-0.12347	-1.2195	0.22968	0.94769	0.22264	1
DBN1	3	-0.024134	-0.23517	0.76087	0.99796	0.81408	1
DBNDD1	3	0.030004	0.33871	0.83521	0.99889	0.73483	1
DBNDD2	3	0.12603	0.85908	0.26548	0.96152	0.3903	1
DBNL	3	-0.0082128	-0.095733	0.87585	0.99931	0.92373	1
DBP	3	0.057053	0.60709	0.64239	0.99645	0.54379	1
DBR1	3	0.16608	0.35692	0.14372	0.88481	0.72115	1
DBT	3	-0.044341	-0.30457	0.61893	0.99645	0.76069	1
DBX2	3	-0.082323	-0.74906	0.40159	0.99645	0.45382	1
DCAF10	3	-0.015968	-0.10543	0.81803	0.99889	0.91604	1
DCAF11	3	0.015291	0.17945	0.94529	0.99931	0.85758	1
DCAF12	3	0.0090581	0.081101	0.99133	0.99967	0.93536	1
DCAF12L1	3	-0.061386	-0.48534	0.51446	0.99645	0.62744	1
DCAF12L2	3	-0.16451	-1.855	0.12371	0.8538	0.063589	1
DCAF13	3	0.08717	0.68442	0.45358	0.99645	0.49371	1
DCAF15	3	0.11968	1.1828	0.29312	0.97414	0.23687	1
DCAF16	3	-0.075583	-0.68184	0.43601	0.99645	0.49534	1
DCAF17	3	0.12455	1.3273	0.27088	0.96534	0.18441	1
DCAF4	3	0.13055	0.66905	0.24914	0.95812	0.50346	1
DCAF4L1	3	0.15688	1.3615	0.16691	0.90375	0.17335	1
DCAF4L2	3	-0.075247	-0.66229	0.43823	0.99645	0.50778	1
DCAF5	3	-0.064901	-0.57281	0.49388	0.99645	0.56678	1
DCAF6	3	0.20143	1.6144	0.077394	0.7717	0.10645	1
DCAF8	3	0.20996	2.0712	0.066274	0.74644	0.038344	1
DCAF8L1	3	-0.13256	-1.4485	0.19932	0.92684	0.14748	1
DCAF8L2	3	0.076527	0.62844	0.51807	0.99645	0.52972	1
DCAKD	3	0.10716	0.55328	0.34872	0.98493	0.58008	1
DCBLD1	3	0.0067566	0.057542	0.98899	0.99967	0.95411	1
DCBLD2	3	0.046847	0.31995	0.713	0.99645	0.74901	1
DCC	3	0.025936	0.25853	0.86489	0.99931	0.796	1
DCD	3	-0.020435	-0.13992	0.78778	0.99889	0.88873	1
DCDC1	3	-0.0071707	-0.040805	0.88408	0.99931	0.96745	1
DCDC2	3	-0.10139	-1.0752	0.31419	0.97726	0.28227	1
DCDC2B	3	-0.015705	-0.12313	0.81947	0.99889	0.90201	1
DCHS1	3	-0.090723	-1.1903	0.36161	0.98576	0.23393	1
DCHS2	3	0.077708	0.6287	0.51017	0.99645	0.52954	1
DCK	3	-0.022095	-0.22686	0.77549	0.99878	0.82054	1
DCLK1	3	-0.066489	-0.61923	0.48493	0.99645	0.53576	1
DCLK2	3	0.080421	0.85303	0.49405	0.99645	0.39364	1
DCLK3	3	-0.25452	-1.2106	0.027355	0.57442	0.22606	1
DCLRE1A	3	-0.071636	-0.48841	0.45658	0.99645	0.62526	1
DCLRE1B	3	0.071097	0.39156	0.55204	0.99645	0.69539	1
