Gene	beta	fdr	dataset	hit
C6orf211	0.19818	0.78663	top3	NOT
C6orf222	0.0015051	0.99931	top3	NOT
C6orf223	-0.16764	0.84394	top3	NOT
C6orf226	-0.035397	0.99645	top3	NOT
C6orf25	0.070648	0.99645	top3	NOT
C6orf47	0.032719	0.99889	top3	NOT
C6orf48	0.028746	0.99889	top3	NOT
C6orf52	-0.010368	0.99931	top3	NOT
C6orf57	-0.20635	0.73916	top3	NOT
C6orf58	-0.0088071	0.99931	top3	NOT
C6orf62	0.095743	0.99645	top3	NOT
C6orf89	0.013924	0.99931	top3	NOT
C6orf99	0.033217000000000003	0.99889	top3	NOT
C7	0.069425	0.99645	top3	NOT
C7orf10	-0.29596	0.42883	top3	NOT
C7orf25	-0.024625	0.99796	top3	NOT
C7orf26	0.093707	0.99645	top3	NOT
C7orf31	0.15578	0.90806	top3	NOT
C7orf33	-0.020037	0.99889	top3	NOT
C7orf34	-0.010192	0.99931	top3	NOT
C7orf43	-0.03047	0.99645	top3	NOT
C7orf49	-0.0070327	0.99931	top3	NOT
C7orf50	0.069232	0.99645	top3	NOT
C7orf55	0.057051	0.99645	top3	NOT
C7orf55-LUC7L2	0.048264	0.99796	top3	NOT
C7orf57	0.016284	0.99931	top3	NOT
C7orf60	0.052992	0.99645	top3	NOT
C7orf61	-0.033173	0.99645	top3	NOT
C7orf62	0.053347	0.99645	top3	NOT
C7orf63	-0.0017425	0.99931	top3	NOT
C7orf65	0.035957	0.99889	top3	NOT
C7orf66	-0.12299	0.95204	top3	NOT
C7orf69	-0.094858	0.983	top3	NOT
C7orf71	0.11667	0.97726	top3	NOT
C7orf72	0.22441	0.69136	top3	NOT
C7orf73	0.79163	0.39915	top3	NOT
C8A	-0.03137	0.99645	top3	NOT
C8B	-0.028247	0.99687	top3	NOT
C8G	0.12196	0.96967	top3	NOT
C8orf22	0.078483	0.99645	top3	NOT
C8orf31	0.13953	0.94112	top3	NOT
C8orf33	-0.088738	0.98989	top3	NOT
C8orf34	-0.062996	0.99645	top3	NOT
C8orf37	-0.041608	0.99645	top3	NOT
C8orf4	0.077913	0.99645	top3	NOT
C8orf44	0.044179	0.99889	top3	NOT
C8orf46	0.10629	0.98528	top3	NOT
C8orf47	-0.10873	0.96967	top3	NOT
C8orf48	-0.058134	0.99645	top3	NOT
C8orf58	0.015958	0.99931	top3	NOT
C8orf59	0.65551	0.04878	top3	UP
C8orf74	0.090466	0.99645	top3	NOT
C8orf76	0.018619	0.99931	top3	NOT
C8orf82	0.10943	0.98171	top3	NOT
C8orf86	-0.14646	0.90046	top3	NOT
C8orf87	0.0086893	0.99967	top3	NOT
C8orf88	0.044133	0.99687	top3	NOT
C9	-0.017727	0.99889	top3	NOT
C9orf114	0.0061658	0.99967	top3	NOT
C9orf116	-0.07362	0.99645	top3	NOT
C9orf117	-0.11748	0.95812	top3	NOT
C9orf129	-0.099354	0.97726	top3	NOT
C9orf131	-0.056236	0.99645	top3	NOT
C9orf135	0.099133	0.99616	top3	NOT
C9orf139	0.0043429	0.99931	top3	NOT
C9orf142	0.051896	0.99645	top3	NOT
C9orf152	-0.031698	0.99645	top3	NOT
C9orf153	0.051486	0.99645	top3	NOT
C9orf156	0.29642	0.44539	top3	NOT
C9orf16	0.20624	0.75413	top3	NOT
C9orf163	0.065606	0.99645	top3	NOT
C9orf170	-0.065541	0.99645	top3	NOT
C9orf171	-0.12939	0.94075	top3	NOT
C9orf172	0.021041	0.99931	top3	NOT
C9orf173	0.0565	0.99645	top3	NOT
C9orf24	0.097437	0.99645	top3	NOT
C9orf3	0.065665	0.99645	top3	NOT
C9orf37	0.077677	0.99645	top3	NOT
C9orf40	0.0049443	0.99943	top3	NOT
C9orf41	-0.068026	0.99645	top3	NOT
C9orf43	-0.032549	0.99645	top3	NOT
C9orf47	0.012181	0.99931	top3	NOT
C9orf50	-0.090327	0.98702	top3	NOT
C9orf57	0.084923	0.99645	top3	NOT
C9orf62	1.4515e-4	0.99931	top3	NOT
C9orf64	0.061797	0.99645	top3	NOT
C9orf66	0.029615	0.99889	top3	NOT
C9orf69	0.090105	0.99645	top3	NOT
C9orf72	-0.16714	0.84394	top3	NOT
C9orf78	0.15732	0.90354	top3	NOT
C9orf84	9.5849e-4	0.99931	top3	NOT
C9orf85	-0.22425	0.66911	top3	NOT
C9orf89	-1.2315e-4	0.99931	top3	NOT
C9orf9	0.014413	0.99931	top3	NOT
C9orf91	0.16695	0.8815	top3	NOT
C9orf92	0.040349	0.99796	top3	NOT
C9orf96	0.093833	0.99645	top3	NOT
CA1	0.0020449	0.99931	top3	NOT
CA10	0.043853	0.99687	top3	NOT
CA11	0.12336	0.96653	top3	NOT
CA12	0.063192	0.99645	top3	NOT
CA13	-0.1114	0.9658	top3	NOT
CA14	0.058124	0.99645	top3	NOT
CA2	0.12649	0.96152	top3	NOT
CA3	0.015325	0.99931	top3	NOT
CA4	-0.088268	0.99038	top3	NOT
CA5A	0.013886	0.99931	top3	NOT
CA5B	0.065872	0.99645	top3	NOT
CA6	-0.021242	0.99889	top3	NOT
CA7	-0.037684	0.99645	top3	NOT
CA8	0.028179	0.99889	top3	NOT
CA9	0.056531	0.99645	top3	NOT
CAAP1	0.10266	0.9902	top3	NOT
CAB39	-0.2026	0.74644	top3	NOT
CAB39L	0.061397	0.99645	top3	NOT
CABIN1	-0.33118	0.34383	top3	NOT
CABLES1	-0.094878	0.983	top3	NOT
CABLES2	0.042234	0.99687	top3	NOT
CABP1	-0.073313	0.99645	top3	NOT
CABP2	0.001075	0.99931	top3	NOT
CABP4	-0.024006	0.99796	top3	NOT
CABP5	0.26105	0.57442	top3	NOT
CABP7	0.089211	0.99645	top3	NOT
CABS1	0.032822	0.99889	top3	NOT
CABYR	0.18632	0.82144	top3	NOT
CACFD1	0.030701	0.99889	top3	NOT
CACHD1	0.10985	0.98128	top3	NOT
CACNA1A	0.27658	0.52446	top3	NOT
CACNA1B	0.14165	0.94075	top3	NOT
CACNA1C	-0.0057238	0.99931	top3	NOT
CACNA1D	-0.12206	0.95436	top3	NOT
CACNA1E	0.1152	0.97726	top3	NOT
CACNA1F	-0.013675	0.99889	top3	NOT
CACNA1G	0.22302	0.69771	top3	NOT
CACNA1H	-0.082704	0.99645	top3	NOT
CACNA1I	-0.040175	0.99645	top3	NOT
CACNA1S	0.12685	0.96152	top3	NOT
CACNA2D1	-0.024574	0.99796	top3	NOT
CACNA2D2	-0.013009	0.99889	top3	NOT
CACNA2D3	-0.0026061	0.99931	top3	NOT
CACNA2D4	0.073088	0.99645	top3	NOT
CACNB1	-0.12077	0.95705	top3	NOT
CACNB2	0.019801	0.99931	top3	NOT
CACNB3	-0.058271	0.99645	top3	NOT
CACNB4	0.069262	0.99645	top3	NOT
CACNG1	0.11507	0.97726	top3	NOT
CACNG2	-0.028293	0.99687	top3	NOT
CACNG3	0.076003	0.99645	top3	NOT
CACNG4	0.020374	0.99931	top3	NOT
CACNG5	-0.020879	0.99889	top3	NOT
CACNG6	0.014317	0.99931	top3	NOT
CACNG7	0.062722	0.99645	top3	NOT
CACNG8	0.089644	0.99645	top3	NOT
CACTIN	0.291	0.46077	top3	NOT
CACUL1	-0.13636	0.91165	top3	NOT
CACYBP	-0.06229	0.99645	top3	NOT
CAD	-0.070331	0.99645	top3	NOT
CADM1	0.19147	0.80228	top3	NOT
CADM2	0.067957	0.99645	top3	NOT
CADM3	0.1312	0.95812	top3	NOT
CADM4	-0.054204	0.99645	top3	NOT
CADPS	0.052217	0.99645	top3	NOT
CADPS2	-0.057628	0.99645	top3	NOT
CAGE1	0.062291	0.99645	top3	NOT
CALB1	-0.10424	0.97726	top3	NOT
CALB2	0.19478	0.79585	top3	NOT
CALCA	-0.014445	0.99889	top3	NOT
CALCB	0.043736	0.99687	top3	NOT
CALCOCO1	-0.14038	0.91165	top3	NOT
CALCOCO2	0.077798	0.99645	top3	NOT
CALCR	-0.023308	0.99842	top3	NOT
CALCRL	-0.031028	0.99645	top3	NOT
CALD1	-4.9353e-5	0.99931	top3	NOT
CALHM1	0.0029259	0.99931	top3	NOT
CALHM2	0.080284	0.99645	top3	NOT
CALHM3	0.052845	0.99645	top3	NOT
CALM1	-0.0080193	0.99931	top3	NOT
CALM2	0.28094	0.50364	top3	NOT
CALM3	-0.089954	0.98751	top3	NOT
CALML3	0.084742	0.99645	top3	NOT
CALML4	0.087248	0.99645	top3	NOT
CALML5	0.028806	0.99889	top3	NOT
CALML6	-0.012066	0.99889	top3	NOT
CALN1	-0.054096	0.99645	top3	NOT
CALR	0.035276	0.99889	top3	NOT
CALR3	-0.23301	0.63144	top3	NOT
CALU	0.041932	0.99747	top3	NOT
CALY	-0.02733	0.99687	top3	NOT
CAMK1	-0.122	0.95438	top3	NOT
CAMK1D	0.15154	0.91165	top3	NOT
CAMK1G	0.11155	0.97746	top3	NOT
CAMK2A	-0.023073	0.99842	top3	NOT
CAMK2B	0.16097	0.89711	top3	NOT
CAMK2D	-0.028493	0.99687	top3	NOT
CAMK2G	0.078642	0.99645	top3	NOT
CAMK2N1	0.0085498	0.99967	top3	NOT
CAMK2N2	0.022962	0.99931	top3	NOT
CAMK4	-0.030107	0.99645	top3	NOT
CAMKK1	0.082214	0.99645	top3	NOT
CAMKK2	0.035874	0.99889	top3	NOT
CAMKMT	0.0069444	0.99967	top3	NOT
CAMKV	-0.066103	0.99645	top3	NOT
CAMLG	-0.033035	0.99645	top3	NOT
CAMP	-0.052121	0.99645	top3	NOT
CAMSAP1	0.030515	0.99889	top3	NOT
CAMSAP2	-0.01309	0.99889	top3	NOT
CAMSAP3	0.20379	0.76457	top3	NOT
CAMTA1	0.09865	0.99645	top3	NOT
CAMTA2	-0.15011	0.89633	top3	NOT
CAND1	0.19579	0.79047	top3	NOT
CAND2	-0.13638	0.91165	top3	NOT
CANT1	-0.055948	0.99645	top3	NOT
CANX	-0.0083141	0.99931	top3	NOT
CAP1	0.21341	0.73916	top3	NOT
CAP2	-0.19197	0.7717	top3	NOT
CAPG	0.031977	0.99889	top3	NOT
CAPN1	-0.037078	0.99645	top3	NOT
CAPN10	0.055045	0.99645	top3	NOT
CAPN11	0.19929	0.78127	top3	NOT
CAPN12	-0.017655	0.99889	top3	NOT
CAPN13	-0.059099	0.99645	top3	NOT
CAPN14	-0.0080183	0.99931	top3	NOT
CAPN15	-0.047402	0.99645	top3	NOT
CAPN2	-0.095446	0.98219	top3	NOT
CAPN3	0.070002	0.99645	top3	NOT
CAPN5	0.1093	0.98179	top3	NOT
CAPN6	-0.022851	0.99842	top3	NOT
CAPN7	-0.041072	0.99645	top3	NOT
CAPN9	-0.053156	0.99645	top3	NOT
CAPNS1	0.052619	0.99645	top3	NOT
CAPNS2	-0.062649	0.99645	top3	NOT
CAPRIN1	0.020482	0.99931	top3	NOT
CAPRIN2	-0.019422	0.99889	top3	NOT
CAPS	-0.015241	0.99889	top3	NOT
CAPS2	0.0016154	0.99931	top3	NOT
CAPSL	-0.046632	0.99645	top3	NOT
CAPZA1	0.28518	0.48297	top3	NOT
CAPZA2	0.048093	0.99645	top3	NOT
CAPZA3	-0.042937	0.99645	top3	NOT
CAPZB	0.26473	0.5642	top3	NOT
CARD10	-0.11705	0.95812	top3	NOT
CARD11	0.10255	0.99038	top3	NOT
CARD14	0.052069	0.99645	top3	NOT
CARD16	-0.17016	0.84044	top3	NOT
CARD17	0.0361	0.99889	top3	NOT
CARD18	0.015492	0.99931	top3	NOT
CARD6	0.064262	0.99645	top3	NOT
CARD8	0.28334	0.48806	top3	NOT
CARD9	-0.089905	0.98767	top3	NOT
CARF	-0.056404	0.99645	top3	NOT
CARHSP1	-0.14359	0.9054	top3	NOT
CARKD	-0.086197	0.99277	top3	NOT
CARM1	0.33557	0.34545	top3	NOT
CARNS1	-0.072724	0.99645	top3	NOT
CARS	-0.35451	0.28221	top3	NOT
CARS2	-0.096252	0.98138	top3	NOT
CARTPT	0.14259	0.94075	top3	NOT
CASC1	-0.079987	0.99645	top3	NOT
CASC10	0.051872	0.99645	top3	NOT
CASC3	-0.02235	0.99878	top3	NOT
CASC4	0.17609	0.84592	top3	NOT
CASC5	0.12661	0.96152	top3	NOT
CASD1	-0.019528	0.99889	top3	NOT
CASK	0.010347	0.99967	top3	NOT
CASKIN1	0.159	0.89935	top3	NOT
CASKIN2	-0.20845	0.73645	top3	NOT
CASP1	0.011462	0.99943	top3	NOT
CASP10	-0.077714	0.99645	top3	NOT
CASP12	-0.092066	0.98528	top3	NOT
CASP14	-0.10661	0.97161	top3	NOT
CASP2	-0.018241	0.99889	top3	NOT
CASP3	0.17487	0.85413	top3	NOT
CASP4	0.032644	0.99889	top3	NOT
CASP5	-0.01466	0.99889	top3	NOT
CASP6	0.091776	0.99645	top3	NOT
CASP7	-0.10871	0.96967	top3	NOT
CASP8	0.037204	0.99889	top3	NOT
CASP9	0.10278	0.98989	top3	NOT
CASQ1	-0.10299	0.97726	top3	NOT
CASQ2	-0.013369	0.99889	top3	NOT
CASR	0.053126	0.99645	top3	NOT
CASS4	0.010106	0.99967	top3	NOT
CAST	-0.17629	0.82335	top3	NOT
CASZ1	0.055715	0.99645	top3	NOT
CAT	0.092646	0.99645	top3	NOT
CATSPER1	-0.038991	0.99645	top3	NOT
CATSPER2	-0.051825	0.99645	top3	NOT
CATSPER3	0.018311	0.99931	top3	NOT
CATSPER4	0.2011	0.7717	top3	NOT
CATSPERB	0.063583	0.99645	top3	NOT
CATSPERD	-0.055491	0.99645	top3	NOT
CATSPERG	-0.15914	0.87031	top3	NOT
CAV1	0.088501	0.99645	top3	NOT
CAV2	2.0117e-4	0.99931	top3	NOT
CAV3	-0.16565	0.84592	top3	NOT
CBFA2T2	-0.1683	0.84394	top3	NOT
CBFA2T3	0.44325	0.13772	top3	NOT
CBFB	-0.30609	0.40619	top3	NOT
CBL	-0.004613	0.99931	top3	NOT
CBLB	0.13729	0.94306	top3	NOT
CBLC	-0.095771	0.98179	top3	NOT
CBLL1	-0.37661	0.22394	top3	NOT
CBLN1	0.14599	0.92304	top3	NOT
CBLN2	0.066185	0.99645	top3	NOT
CBLN3	0.026063	0.99931	top3	NOT
CBLN4	-0.0434	0.99645	top3	NOT
CBR1	0.10612	0.98528	top3	NOT
CBR3	-0.10921	0.96795	top3	NOT
CBR4	0.03993	0.99796	top3	NOT
CBS	0.069231	0.99645	top3	NOT
CBWD1	0.016478	0.99931	top3	NOT
CBWD2	-0.030238	0.99842	top3	NOT
CBX1	-0.10308	0.97726	top3	NOT
CBX2	0.079377	0.99645	top3	NOT
CBX3	-0.36477	0.24917	top3	NOT
CBX4	0.0464	0.99645	top3	NOT
CBX5	0.12062	0.97097	top3	NOT
CBX6	-0.11887	0.95812	top3	NOT
CBX7	-0.044661	0.99645	top3	NOT
CBX8	-0.10933	0.96733	top3	NOT
CBY1	-0.038205	0.99645	top3	NOT
CBY3	0.1571	0.90354	top3	NOT
CC2D1A	0.035141	0.99889	top3	NOT
CC2D1B	0.05309	0.99645	top3	NOT
CC2D2A	0.075407	0.99645	top3	NOT
CC2D2B	-0.14896	0.89711	top3	NOT
CCAR1	0.12756	0.96057	top3	NOT
CCAR2	0.019733	0.99931	top3	NOT
CCBE1	0.124	0.9658	top3	NOT
CCBL1	-0.033664	0.99645	top3	NOT
CCBL2	-0.066717	0.99645	top3	NOT
CCDC101	-0.053259	0.99645	top3	NOT
CCDC102A	0.017357	0.99931	top3	NOT
CCDC102B	-0.15196	0.88878	top3	NOT
CCDC103	-0.022587	0.99878	top3	NOT
CCDC104	0.078934	0.99645	top3	NOT
CCDC105	0.2091	0.74769	top3	NOT
CCDC106	-0.21842	0.70038	top3	NOT
CCDC107	0.049207	0.99645	top3	NOT
CCDC108	0.050338	0.99645	top3	NOT
CCDC109B	-0.0060171	0.99931	top3	NOT
CCDC11	0.19404	0.7991	top3	NOT
CCDC110	0.037424	0.99889	top3	NOT
CCDC112	0.064325	0.99645	top3	NOT
CCDC113	0.1496	0.91165	top3	NOT
CCDC114	-0.028292	0.99687	top3	NOT
CCDC115	0.095245	0.99645	top3	NOT
CCDC116	0.3376	0.33598	top3	NOT
CCDC117	0.029976	0.99889	top3	NOT
CCDC12	0.046863	0.99645	top3	NOT
CCDC120	0.11778	0.97726	top3	NOT
CCDC121	0.13419	0.95658	top3	NOT
CCDC122	-0.038474	0.99645	top3	NOT
CCDC124	0.18795	0.81629	top3	NOT
CCDC125	0.054942	0.99645	top3	NOT
CCDC126	-0.0067167	0.99931	top3	NOT
CCDC127	-0.018494	0.99889	top3	NOT
CCDC129	-0.054795	0.99645	top3	NOT
CCDC13	-0.10235	0.97726	top3	NOT
CCDC130	0.1991	0.78403	top3	NOT
CCDC132	-0.065891	0.99645	top3	NOT
CCDC134	0.1597	0.89749	top3	NOT
CCDC135	0.17602	0.84592	top3	NOT
CCDC136	0.20375	0.76457	top3	NOT
CCDC137	0.12596	0.96152	top3	NOT
CCDC138	0.023379	0.99931	top3	NOT
CCDC14	0.0041476	0.99931	top3	NOT
CCDC140	-0.15342	0.88509	top3	NOT
CCDC142	0.080626	0.99645	top3	NOT
CCDC144A	0.064031	0.99645	top3	NOT
CCDC144NL	-0.1674	0.84394	top3	NOT
CCDC146	-0.24778	0.59657	top3	NOT
CCDC147	-0.22499	0.66667	top3	NOT
CCDC148	0.080891	0.99645	top3	NOT
CCDC149	0.10828	0.983	top3	NOT
CCDC15	-0.12346	0.94771	top3	NOT
CCDC150	-0.095877	0.98179	top3	NOT
CCDC151	0.040917	0.99796	top3	NOT
CCDC152	0.026752	0.99931	top3	NOT
CCDC153	-0.075128	0.99645	top3	NOT
CCDC155	0.051361	0.99645	top3	NOT
CCDC157	0.038032	0.99889	top3	NOT
CCDC158	-0.10795	0.97048	top3	NOT
CCDC159	-0.0065876	0.99931	top3	NOT
CCDC160	-0.058988	0.99645	top3	NOT
CCDC166	-0.018487	0.99889	top3	NOT
CCDC167	0.14924	0.91165	top3	NOT
CCDC169	0.16557	0.88481	top3	NOT
CCDC169-SOHLH2	0.20621	0.75413	top3	NOT
CCDC17	-0.017946	0.99889	top3	NOT
CCDC170	-0.18381	0.80228	top3	NOT
CCDC171	-0.074365	0.99645	top3	NOT
CCDC172	0.11888	0.97621	top3	NOT
CCDC173	-0.13684	0.91165	top3	NOT
CCDC174	0.062351	0.99645	top3	NOT
CCDC175	0.05653	0.99645	top3	NOT
CCDC176	-0.13049	0.93592	top3	NOT
CCDC177	-0.082852	0.99645	top3	NOT
CCDC178	-0.1704	0.84044	top3	NOT
CCDC179	0.012902	0.99931	top3	NOT
CCDC180	-0.10008	0.97726	top3	NOT
CCDC181	0.058942	0.99645	top3	NOT
CCDC182	-0.066346	0.99645	top3	NOT
CCDC19	-0.021281	0.99889	top3	NOT
CCDC22	0.03213	0.99889	top3	NOT
CCDC23	-0.1288	0.94075	top3	NOT
CCDC24	0.083276	0.99645	top3	NOT
CCDC25	0.13558	0.95204	top3	NOT
CCDC27	-0.0039978	0.99931	top3	NOT
CCDC28A	0.052525	0.99645	top3	NOT
CCDC28B	-0.099824	0.97726	top3	NOT
CCDC3	-0.069954	0.99645	top3	NOT
CCDC30	-0.20945	0.73166	top3	NOT
CCDC33	0.0019725	0.99931	top3	NOT
CCDC34	0.28253	0.49331	top3	NOT
CCDC36	0.024597	0.99931	top3	NOT
CCDC37	-0.06319	0.99645	top3	NOT
CCDC38	-0.0022233	0.99931	top3	NOT
CCDC39	-0.11695	0.95812	top3	NOT
CCDC40	-0.072221	0.99645	top3	NOT
CCDC41	0.026054	0.99931	top3	NOT
CCDC42	0.0088645	0.99967	top3	NOT
CCDC42B	-0.047222	0.99645	top3	NOT
CCDC43	0.049168	0.99645	top3	NOT
CCDC47	0.065404	0.99645	top3	NOT
CCDC50	0.14004	0.94112	top3	NOT
CCDC51	0.06415	0.99645	top3	NOT
CCDC53	0.14854	0.91364	top3	NOT
CCDC54	-0.092275	0.98528	top3	NOT
CCDC58	-0.12944	0.94075	top3	NOT
CCDC59	-0.29476	0.43964	top3	NOT
CCDC6	0.12758	0.96057	top3	NOT
CCDC60	-0.096039	0.98138	top3	NOT
CCDC61	-0.041656	0.99645	top3	NOT
CCDC62	-0.13548	0.91484	top3	NOT
CCDC63	0.10505	0.98528	top3	NOT
CCDC64	-0.15309	0.88566	top3	NOT
CCDC64B	0.050828	0.99645	top3	NOT
CCDC65	0.024035	0.99931	top3	NOT
CCDC66	0.18609	0.82144	top3	NOT
CCDC67	-0.11025	0.96662	top3	NOT
CCDC68	0.06207	0.99645	top3	NOT
CCDC69	-0.085117	0.995	top3	NOT
CCDC7	0.085158	0.99645	top3	NOT
CCDC70	0.11361	0.97726	top3	NOT
CCDC71	0.0013793	0.99931	top3	NOT
CCDC71L	-0.051967	0.99645	top3	NOT
CCDC73	0.19308	0.80228	top3	NOT
CCDC74A	0.070593	0.99645	top3	NOT
CCDC74B	0.015326	0.99931	top3	NOT
CCDC77	-0.21626	0.70644	top3	NOT
CCDC78	-0.038887	0.99645	top3	NOT
CCDC8	0.020751	0.99931	top3	NOT
CCDC80	0.033242	0.99889	top3	NOT
CCDC81	0.083081	0.99645	top3	NOT
CCDC82	-0.072492	0.99645	top3	NOT
CCDC83	-0.00634	0.99931	top3	NOT
CCDC84	-0.27305	0.51	top3	NOT
CCDC85A	-0.058338	0.99645	top3	NOT
CCDC85B	0.023592	0.99931	top3	NOT
CCDC85C	-0.025714	0.99796	top3	NOT
CCDC86	-0.173	0.82633	top3	NOT
CCDC87	0.07905	0.99645	top3	NOT
CCDC88A	0.12894	0.95814	top3	NOT
CCDC88B	-0.0079359	0.99931	top3	NOT
CCDC88C	-0.016255	0.99889	top3	NOT
CCDC89	0.060039	0.99645	top3	NOT
CCDC9	0.26654	0.55711	top3	NOT
CCDC90B	-0.047517	0.99645	top3	NOT
CCDC91	0.011468	0.99943	top3	NOT
CCDC92	0.13242	0.95812	top3	NOT
CCDC93	0.0082112	0.99972	top3	NOT
CCDC94	-0.2135	0.71157	top3	NOT
CCDC96	0.04645	0.99645	top3	NOT
CCDC97	0.13858	0.94112	top3	NOT
CCER1	0.010239	0.99967	top3	NOT
CCHCR1	0.050741	0.99645	top3	NOT
CCIN	0.14977	0.91165	top3	NOT
CCK	-0.001058	0.99931	top3	NOT
CCKAR	-0.027915	0.99687	top3	NOT
CCKBR	-0.0091648	0.99931	top3	NOT
CCL1	0.018294	0.99931	top3	NOT
CCL11	0.019464	0.99931	top3	NOT
CCL13	0.048731	0.99645	top3	NOT
CCL14	-0.10804	0.97048	top3	NOT
CCL15	-0.099724	0.97726	top3	NOT
CCL16	-0.13145	0.93528	top3	NOT
CCL17	0.015298	0.99931	top3	NOT
CCL18	0.07221	0.99645	top3	NOT
CCL19	-0.028798	0.99687	top3	NOT
CCL2	-0.20646	0.73916	top3	NOT
CCL20	0.13117	0.95812	top3	NOT
CCL21	-0.010311	0.99931	top3	NOT
CCL22	0.01942	0.99931	top3	NOT
CCL23	0.065874	0.99645	top3	NOT
CCL24	0.18762	0.81827	top3	NOT
CCL25	0.010345	0.99967	top3	NOT
CCL26	0.0011763	0.99931	top3	NOT
CCL27	-0.016671	0.99889	top3	NOT
CCL28	-0.11854	0.95812	top3	NOT
CCL3	0.034791	0.99889	top3	NOT
CCL4	-0.03178	0.99645	top3	NOT
CCL5	0.01467	0.99931	top3	NOT
CCL7	-0.18674	0.78663	top3	NOT
CCL8	0.15895	0.89938	top3	NOT
CCM2	-0.1445	0.90375	top3	NOT
CCM2L	0.049984	0.99645	top3	NOT
CCNA1	0.053151	0.99645	top3	NOT
CCNA2	-0.24585	0.60105	top3	NOT
CCNB1	-0.19447	0.76669	top3	NOT
CCNB1IP1	0.0018743	0.99931	top3	NOT
CCNB2	0.0068787	0.99967	top3	NOT
CCNB3	-0.12477	0.94267	top3	NOT
CCNC	0.081786	0.99645	top3	NOT
CCND1	-0.13815	0.91165	top3	NOT
CCND2	-0.017228	0.99889	top3	NOT
CCND3	-0.11576	0.95875	top3	NOT
CCNDBP1	0.20646	0.75413	top3	NOT
CCNE1	-0.17685	0.82144	top3	NOT
CCNE2	-0.053363	0.99645	top3	NOT
CCNF	-0.050148	0.99645	top3	NOT
CCNG1	-0.044765	0.99645	top3	NOT
CCNG2	-0.11114	0.9658	top3	NOT
CCNH	-0.095634	0.98196	top3	NOT
CCNI	-0.10662	0.97161	top3	NOT
CCNI2	0.065804	0.99645	top3	NOT
CCNJ	0.092847	0.99645	top3	NOT
CCNJL	-0.079341	0.99645	top3	NOT
CCNK	-0.78768	0.026316	top3	DOWN
CCNL1	0.19037	0.80228	top3	NOT
CCNL2	0.077049	0.99645	top3	NOT
CCNO	-0.054002	0.99645	top3	NOT
CCNT1	0.16744	0.88035	top3	NOT
CCNT2	-0.0074401	0.99931	top3	NOT
CCNY	-0.025061	0.99796	top3	NOT
CCNYL1	-0.043655	0.99645	top3	NOT
CCP110	0.047138	0.99645	top3	NOT
CCPG1	0.060747	0.99645	top3	NOT
CCR1	0.18216	0.83446	top3	NOT
CCR10	-0.0097735	0.99931	top3	NOT
CCR2	-0.092761	0.98528	top3	NOT
CCR3	-0.018565	0.99889	top3	NOT
CCR4	0.093275	0.99645	top3	NOT
CCR5	-0.07168	0.99645	top3	NOT
CCR6	0.071019	0.99645	top3	NOT
CCR7	-0.02795	0.99687	top3	NOT
CCR8	-0.051321	0.99645	top3	NOT
CCR9	-0.027214	0.99687	top3	NOT
CCRL2	0.14805	0.91506	top3	NOT
CCRN4L	-0.052148	0.99645	top3	NOT
CCS	0.038515	0.99878	top3	NOT
CCSAP	-0.05405	0.99645	top3	NOT
CCSER1	-0.0083825	0.99931	top3	NOT
CCSER2	0.094725	0.99645	top3	NOT
CCT2	-0.081812	0.99645	top3	NOT
CCT3	-0.26317	0.55058	top3	NOT
CCT4	-0.32351	0.3598	top3	NOT
CCT5	0.069594	0.99645	top3	NOT
CCT6A	0.056319	0.99645	top3	NOT
CCT6B	-0.19006	0.78403	top3	NOT
CCT7	0.38697	0.21825	top3	NOT
CCT8	-0.06357	0.99645	top3	NOT
CCT8L2	-0.065188	0.99645	top3	NOT
CCZ1	-0.0083987	0.99931	top3	NOT
CCZ1B	-0.16793	0.84394	top3	NOT
CD101	0.048686	0.99645	top3	NOT
CD109	-0.04379	0.99645	top3	NOT
CD14	-0.034234	0.99645	top3	NOT
CD151	0.014133	0.99931	top3	NOT
CD160	0.054593	0.99645	top3	NOT
CD163	0.024696	0.99931	top3	NOT
CD163L1	-0.03616	0.99645	top3	NOT
CD164	0.036436	0.99889	top3	NOT
CD164L2	0.099013	0.99631	top3	NOT
CD177	0.045926	0.99687	top3	NOT
CD180	-0.072091	0.99645	top3	NOT
CD19	-0.025086	0.99796	top3	NOT
CD1A	-0.019219	0.99889	top3	NOT
CD1B	-0.067171	0.99645	top3	NOT
CD1C	0.16899	0.87425	top3	NOT
CD1D	0.034395	0.99889	top3	NOT
CD1E	-0.091641	0.98528	top3	NOT
CD2	0.074729	0.99645	top3	NOT
CD200	0.07624	0.99645	top3	NOT
CD200R1	0.086992	0.99645	top3	NOT
CD200R1L	0.0070214	0.99967	top3	NOT
CD209	0.081976	0.99645	top3	NOT
CD22	-0.070693	0.99645	top3	NOT
CD226	-0.079304	0.99645	top3	NOT
CD244	-0.20498	0.74277	top3	NOT
CD247	0.091504	0.99645	top3	NOT
CD248	0.067877	0.99645	top3	NOT
CD27	0.035567	0.99889	top3	NOT
CD274	0.071853	0.99645	top3	NOT
CD276	0.15939	0.89922	top3	NOT
CD28	-0.11368	0.96152	top3	NOT
CD2AP	-0.058549	0.99645	top3	NOT
CD2BP2	0.16567	0.88481	top3	NOT
CD300A	0.065697	0.99645	top3	NOT
CD300C	0.043737	0.99687	top3	NOT
